topic,split,entity,entity_id,candidate_object,proposition_key,classification,source_proposition_rows,generator_stratum_blocked
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Finland,"[""cities"",""Abeokuta"",""Finland""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,France,"[""cities"",""Abeokuta"",""France""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Germany,"[""cities"",""Abeokuta"",""Germany""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Ghana,"[""cities"",""Abeokuta"",""Ghana""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Guinea,"[""cities"",""Abeokuta"",""Guinea""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Honduras,"[""cities"",""Abeokuta"",""Honduras""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Hungary,"[""cities"",""Abeokuta"",""Hungary""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,India,"[""cities"",""Abeokuta"",""India""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Indonesia,"[""cities"",""Abeokuta"",""Indonesia""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Iran,"[""cities"",""Abeokuta"",""Iran""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Iraq,"[""cities"",""Abeokuta"",""Iraq""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Italy,"[""cities"",""Abeokuta"",""Italy""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Jamaica,"[""cities"",""Abeokuta"",""Jamaica""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Japan,"[""cities"",""Abeokuta"",""Japan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Jordan,"[""cities"",""Abeokuta"",""Jordan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Kazakhstan,"[""cities"",""Abeokuta"",""Kazakhstan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Kenya,"[""cities"",""Abeokuta"",""Kenya""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Kuwait,"[""cities"",""Abeokuta"",""Kuwait""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Kyrgyzstan,"[""cities"",""Abeokuta"",""Kyrgyzstan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Malaysia,"[""cities"",""Abeokuta"",""Malaysia""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Mali,"[""cities"",""Abeokuta"",""Mali""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Mexico,"[""cities"",""Abeokuta"",""Mexico""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Moldova,"[""cities"",""Abeokuta"",""Moldova""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Mongolia,"[""cities"",""Abeokuta"",""Mongolia""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Morocco,"[""cities"",""Abeokuta"",""Morocco""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Mozambique,"[""cities"",""Abeokuta"",""Mozambique""]",supported_false,"[""cities.csv:938""]",False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Myanmar,"[""cities"",""Abeokuta"",""Myanmar""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Nepal,"[""cities"",""Abeokuta"",""Nepal""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,North Korea,"[""cities"",""Abeokuta"",""North Korea""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Norway,"[""cities"",""Abeokuta"",""Norway""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Oman,"[""cities"",""Abeokuta"",""Oman""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Pakistan,"[""cities"",""Abeokuta"",""Pakistan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Paraguay,"[""cities"",""Abeokuta"",""Paraguay""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Peru,"[""cities"",""Abeokuta"",""Peru""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Poland,"[""cities"",""Abeokuta"",""Poland""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Russia,"[""cities"",""Abeokuta"",""Russia""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Rwanda,"[""cities"",""Abeokuta"",""Rwanda""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Saudi Arabia,"[""cities"",""Abeokuta"",""Saudi Arabia""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Senegal,"[""cities"",""Abeokuta"",""Senegal""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,South Africa,"[""cities"",""Abeokuta"",""South Africa""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,South Korea,"[""cities"",""Abeokuta"",""South Korea""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Sudan,"[""cities"",""Abeokuta"",""Sudan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Sweden,"[""cities"",""Abeokuta"",""Sweden""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Syria,"[""cities"",""Abeokuta"",""Syria""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Tajikistan,"[""cities"",""Abeokuta"",""Tajikistan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Thailand,"[""cities"",""Abeokuta"",""Thailand""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Togo,"[""cities"",""Abeokuta"",""Togo""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Turkey,"[""cities"",""Abeokuta"",""Turkey""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Turkmenistan,"[""cities"",""Abeokuta"",""Turkmenistan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Ukraine,"[""cities"",""Abeokuta"",""Ukraine""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Uzbekistan,"[""cities"",""Abeokuta"",""Uzbekistan""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Venezuela,"[""cities"",""Abeokuta"",""Venezuela""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Vietnam,"[""cities"",""Abeokuta"",""Vietnam""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Yemen,"[""cities"",""Abeokuta"",""Yemen""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Zambia,"[""cities"",""Abeokuta"",""Zambia""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,Zimbabwe,"[""cities"",""Abeokuta"",""Zimbabwe""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,the Democratic Republic of the Congo,"[""cities"",""Abeokuta"",""the Democratic Republic of the Congo""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,the Dominican Republic,"[""cities"",""Abeokuta"",""the Dominican Republic""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,the Philippines,"[""cities"",""Abeokuta"",""the Philippines""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,the United Arab Emirates,"[""cities"",""Abeokuta"",""the United Arab Emirates""]",unverified_negative,[],False
cities,train,Abeokuta,entity_c619cdd4b682d21255fec748c4385e77b3f45b4ef93b6fdcb8f8746195e1811c,the United States,"[""cities"",""Abeokuta"",""the United States""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Algeria,"[""cities"",""Abidjan"",""Algeria""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Australia,"[""cities"",""Abidjan"",""Australia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Azerbaijan,"[""cities"",""Abidjan"",""Azerbaijan""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Bangladesh,"[""cities"",""Abidjan"",""Bangladesh""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Belarus,"[""cities"",""Abidjan"",""Belarus""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Belgium,"[""cities"",""Abidjan"",""Belgium""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Benin,"[""cities"",""Abidjan"",""Benin""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Brazil,"[""cities"",""Abidjan"",""Brazil""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Bulgaria,"[""cities"",""Abidjan"",""Bulgaria""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Burkina Faso,"[""cities"",""Abidjan"",""Burkina Faso""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Burundi,"[""cities"",""Abidjan"",""Burundi""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Cameroon,"[""cities"",""Abidjan"",""Cameroon""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Canada,"[""cities"",""Abidjan"",""Canada""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Chad,"[""cities"",""Abidjan"",""Chad""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,China,"[""cities"",""Abidjan"",""China""]",supported_false,"[""cities.csv:14""]",False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Colombia,"[""cities"",""Abidjan"",""Colombia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Cuba,"[""cities"",""Abidjan"",""Cuba""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Egypt,"[""cities"",""Abidjan"",""Egypt""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Ethiopia,"[""cities"",""Abidjan"",""Ethiopia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Finland,"[""cities"",""Abidjan"",""Finland""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,France,"[""cities"",""Abidjan"",""France""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Germany,"[""cities"",""Abidjan"",""Germany""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Ghana,"[""cities"",""Abidjan"",""Ghana""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Guinea,"[""cities"",""Abidjan"",""Guinea""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Honduras,"[""cities"",""Abidjan"",""Honduras""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Hungary,"[""cities"",""Abidjan"",""Hungary""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,India,"[""cities"",""Abidjan"",""India""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Indonesia,"[""cities"",""Abidjan"",""Indonesia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Iran,"[""cities"",""Abidjan"",""Iran""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Iraq,"[""cities"",""Abidjan"",""Iraq""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Italy,"[""cities"",""Abidjan"",""Italy""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Jamaica,"[""cities"",""Abidjan"",""Jamaica""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Japan,"[""cities"",""Abidjan"",""Japan""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Jordan,"[""cities"",""Abidjan"",""Jordan""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Kazakhstan,"[""cities"",""Abidjan"",""Kazakhstan""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Kenya,"[""cities"",""Abidjan"",""Kenya""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Kuwait,"[""cities"",""Abidjan"",""Kuwait""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Kyrgyzstan,"[""cities"",""Abidjan"",""Kyrgyzstan""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Malaysia,"[""cities"",""Abidjan"",""Malaysia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Mali,"[""cities"",""Abidjan"",""Mali""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Mexico,"[""cities"",""Abidjan"",""Mexico""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Moldova,"[""cities"",""Abidjan"",""Moldova""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Mongolia,"[""cities"",""Abidjan"",""Mongolia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Morocco,"[""cities"",""Abidjan"",""Morocco""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Mozambique,"[""cities"",""Abidjan"",""Mozambique""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Myanmar,"[""cities"",""Abidjan"",""Myanmar""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Nepal,"[""cities"",""Abidjan"",""Nepal""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Nigeria,"[""cities"",""Abidjan"",""Nigeria""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,North Korea,"[""cities"",""Abidjan"",""North Korea""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Norway,"[""cities"",""Abidjan"",""Norway""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Oman,"[""cities"",""Abidjan"",""Oman""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Pakistan,"[""cities"",""Abidjan"",""Pakistan""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Paraguay,"[""cities"",""Abidjan"",""Paraguay""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Peru,"[""cities"",""Abidjan"",""Peru""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Poland,"[""cities"",""Abidjan"",""Poland""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Russia,"[""cities"",""Abidjan"",""Russia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Rwanda,"[""cities"",""Abidjan"",""Rwanda""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Saudi Arabia,"[""cities"",""Abidjan"",""Saudi Arabia""]",unverified_negative,[],False
cities,train,Abidjan,entity_afbd62642a9c2bde9c5a033457d1a372a56a88836c02ea244abd1b77fce6ea08,Senegal,"[""cities"",""Abidjan"",""Senegal""]",unverified_negative,[],False
