idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
65,It is the case both that the vulture is a bird and that the cat is a mammal.,vulture / bird,cat / mammal,1,1,1,2
66,It is the case both that the iguana is a bird and that the vulture is a fish.,iguana / bird,vulture / fish,0,0,0,2
67,It is the case both that the lobster is a mammal and that the raccoon is a mammal.,lobster / mammal,raccoon / mammal,0,1,0,2
68,It is the case both that the chicken is a bird and that the zebra is a mammal.,chicken / bird,zebra / mammal,1,1,1,2
69,It is the case both that the whale is a mammal and that the tuna is a fish.,whale / mammal,tuna / fish,1,1,1,2
70,It is the case both that the bat is a mammal and that the goat is a mammal.,bat / mammal,goat / mammal,1,1,1,2
71,It is the case both that the eagle is a bird and that the cow is a mammal.,eagle / bird,cow / mammal,1,1,1,2
72,It is the case both that the crocodile is a mammal and that the panda is a mammal.,crocodile / mammal,panda / mammal,0,1,0,2
73,It is the case both that the gazelle is a mammal and that the parrot is a mammal.,gazelle / mammal,parrot / mammal,1,0,0,2
74,It is the case both that the rat is a bird and that the cat is a bird.,rat / bird,cat / bird,0,0,0,2
75,It is the case both that the cow is a mammal and that the slug is a mollusk.,cow / mammal,slug / mollusk,1,1,1,2
76,It is the case both that the zebra is a fish and that the koala is a mammal.,zebra / fish,koala / mammal,0,1,0,2
77,It is the case both that the alpaca is a mammal and that the gecko is a reptile.,alpaca / mammal,gecko / reptile,1,1,1,2
78,It is the case both that the deer is a mammal and that the hamster is a mammal.,deer / mammal,hamster / mammal,1,1,1,2
79,It is the case both that the raccoon is a mammal and that the horse is a mammal.,raccoon / mammal,horse / mammal,1,1,1,2
80,It is the case both that the skunk is a mammal and that the sparrow is a bird.,skunk / mammal,sparrow / bird,1,1,1,2
81,It is the case both that the bat is a mammal and that the hyena is a mammal.,bat / mammal,hyena / mammal,1,1,1,2
82,It is the case both that the bat is a bird and that the peacock is a mammal.,bat / bird,peacock / mammal,0,0,0,2
83,It is the case both that the lion is a mammal and that the alpaca is a mammal.,lion / mammal,alpaca / mammal,1,1,1,2
84,It is the case both that the rabbit is a bird and that the sparrow is a bird.,rabbit / bird,sparrow / bird,0,1,0,2
85,It is the case both that the chimpanzee is a mammal and that the rabbit is a mammal.,chimpanzee / mammal,rabbit / mammal,1,1,1,2
86,It is the case both that the goldfish is a fish and that the chicken is a bird.,goldfish / fish,chicken / bird,1,1,1,2
87,It is the case both that the shark is a fish and that the tuna is a fish.,shark / fish,tuna / fish,1,1,1,2
88,It is the case both that the wolverine is a mammal and that the chimpanzee is a mammal.,wolverine / mammal,chimpanzee / mammal,1,1,1,2
89,It is the case both that the bee is a insect and that the axolotl is a amphibian.,bee / insect,axolotl / amphibian,1,1,1,2
90,It is the case both that the rat is a bird and that the cheetah is a mammal.,rat / bird,cheetah / mammal,0,1,0,2
91,It is the case both that the lion is a bird and that the hamster is a mammal.,lion / bird,hamster / mammal,0,1,0,2
92,It is the case both that the bee is a insect and that the goldfish is a mammal.,bee / insect,goldfish / mammal,1,0,0,2
93,It is the case both that the seahorse is a fish and that the rat is a bird.,seahorse / fish,rat / bird,1,0,0,2
94,It is the case both that the hamster is a mammal and that the hippopotamus is a reptile.,hamster / mammal,hippopotamus / reptile,1,0,0,2
95,It is the case both that the dog is a mammal and that the tuna is a mammal.,dog / mammal,tuna / mammal,1,0,0,2
96,It is the case both that the goldfish is a fish and that the skunk is a reptile.,goldfish / fish,skunk / reptile,1,0,0,2
97,It is the case both that the sea turtle is a fish and that the ostrich is a bird.,sea turtle / fish,ostrich / bird,0,1,0,2
98,It is the case both that the giraffe is a crustacean and that the sparrow is a mammal.,giraffe / crustacean,sparrow / mammal,0,0,0,2
99,It is the case both that the cow is a bird and that the leopard is a mammal.,cow / bird,leopard / mammal,0,1,0,2
100,It is the case both that the swan is a bird and that the deer is a bird.,swan / bird,deer / bird,1,0,0,2
101,It is the case both that the seahorse is a fish and that the crocodile is a reptile.,seahorse / fish,crocodile / reptile,1,1,1,2
102,It is the case both that the chimpanzee is a mammal and that the rat is a bird.,chimpanzee / mammal,rat / bird,1,0,0,2
103,It is the case both that the rabbit is a bird and that the bat is a mammal.,rabbit / bird,bat / mammal,0,1,0,2
104,It is the case both that the squirrel is a bird and that the goat is a bird.,squirrel / bird,goat / bird,0,0,0,2
105,It is the case both that the rat is a mammal and that the mongoose is a bird.,rat / mammal,mongoose / bird,1,0,0,2
106,It is the case both that the mongoose is a mammal and that the penguin is a bird.,mongoose / mammal,penguin / bird,1,1,1,2
107,It is the case both that the seahorse is a fish and that the gorilla is a mammal.,seahorse / fish,gorilla / mammal,1,1,1,2
108,It is the case both that the alpaca is a bird and that the whale is a mammal.,alpaca / bird,whale / mammal,0,1,0,2
109,It is the case both that the kangaroo is a mammal and that the hyena is a mammal.,kangaroo / mammal,hyena / mammal,1,1,1,2
110,It is the case both that the dolphin is a mammal and that the tiger is a mammal.,dolphin / mammal,tiger / mammal,1,1,1,2
111,It is the case both that the goat is a mammal and that the panda is a mammal.,goat / mammal,panda / mammal,1,1,1,2
112,It is the case both that the crocodile is a mammal and that the jellyfish is a cnidarian.,crocodile / mammal,jellyfish / cnidarian,0,1,0,2
113,It is the case both that the hippopotamus is a reptile and that the horse is a mammal.,hippopotamus / reptile,horse / mammal,0,1,0,2
114,It is the case both that the cheetah is a mammal and that the flamingo is a bird.,cheetah / mammal,flamingo / bird,1,1,1,2
115,It is the case both that the cheetah is a mammal and that the rat is a bird.,cheetah / mammal,rat / bird,1,0,0,2
116,It is the case both that the swan is a bird and that the polar bear is a fish.,swan / bird,polar bear / fish,1,0,0,2
117,It is the case both that the goat is a bird and that the moose is a mammal.,goat / bird,moose / mammal,0,1,0,2
118,It is the case both that the armadillo is a reptile and that the camel is a mammal.,armadillo / reptile,camel / mammal,0,1,0,2
119,It is the case both that the tiger is a mammal and that the mongoose is a bird.,tiger / mammal,mongoose / bird,1,0,0,2
120,It is the case both that the porcupine is a mammal and that the eagle is a bird.,porcupine / mammal,eagle / bird,1,1,1,2
121,It is the case both that the parrot is a mammal and that the walrus is a mammal.,parrot / mammal,walrus / mammal,0,1,0,2
122,It is the case both that the peacock is a mammal and that the crocodile is a mammal.,peacock / mammal,crocodile / mammal,0,0,0,2
123,It is the case both that the zebra is a mammal and that the giraffe is a mammal.,zebra / mammal,giraffe / mammal,1,1,1,2
124,It is the case both that the slug is a mollusk and that the jellyfish is a cnidarian.,slug / mollusk,jellyfish / cnidarian,1,1,1,2
125,It is the case both that the tuna is a fish and that the axolotl is a amphibian.,tuna / fish,axolotl / amphibian,1,1,1,2
126,It is the case both that the llama is a mammal and that the snake is a fish.,llama / mammal,snake / fish,1,0,0,2
127,It is the case both that the seahorse is a fish and that the shark is a fish.,seahorse / fish,shark / fish,1,1,1,2
128,It is the case both that the hummingbird is a bird and that the koala is a mammal.,hummingbird / bird,koala / mammal,1,1,1,2
129,It is the case both that the horse is a mollusk and that the tapir is a mammal.,horse / mollusk,tapir / mammal,0,1,0,2
130,It is the case both that the platypus is a mammal and that the hippopotamus is a mammal.,platypus / mammal,hippopotamus / mammal,1,1,1,2
131,It is the case both that the slug is a mollusk and that the lion is a mammal.,slug / mollusk,lion / mammal,1,1,1,2
132,It is the case both that the tortoise is a cnidarian and that the jellyfish is a mammal.,tortoise / cnidarian,jellyfish / mammal,0,0,0,2
133,It is the case both that the leopard is a mammal and that the tortoise is a cnidarian.,leopard / mammal,tortoise / cnidarian,1,0,0,2
134,It is the case both that the cat is a mammal and that the cow is a mammal.,cat / mammal,cow / mammal,1,1,1,2
135,It is the case both that the rhinoceros is a mammal and that the elephant is a mammal.,rhinoceros / mammal,elephant / mammal,1,1,1,2
136,It is the case both that the gecko is a reptile and that the ostrich is a bird.,gecko / reptile,ostrich / bird,1,1,1,2
137,It is the case both that the walrus is a mammal and that the llama is a mammal.,walrus / mammal,llama / mammal,1,1,1,2
138,It is the case both that the goldfish is a fish and that the slug is a mammal.,goldfish / fish,slug / mammal,1,0,0,2
139,It is the case both that the rat is a mammal and that the iguana is a bird.,rat / mammal,iguana / bird,1,0,0,2
140,It is the case both that the slug is a mollusk and that the zebra is a mammal.,slug / mollusk,zebra / mammal,1,1,1,2
141,It is the case both that the dolphin is a mammal and that the hyena is a mammal.,dolphin / mammal,hyena / mammal,1,1,1,2
142,It is the case both that the manta ray is a mammal and that the bat is a bird.,manta ray / mammal,bat / bird,0,0,0,2
143,It is the case both that the wolverine is a mammal and that the swan is a reptile.,wolverine / mammal,swan / reptile,1,0,0,2
144,It is the case both that the gorilla is a amphibian and that the alpaca is a bird.,gorilla / amphibian,alpaca / bird,0,0,0,2
145,It is the case both that the crocodile is a reptile and that the tortoise is a reptile.,crocodile / reptile,tortoise / reptile,1,1,1,2
146,It is the case both that the giraffe is a mammal and that the otter is a mammal.,giraffe / mammal,otter / mammal,1,1,1,2
147,It is the case both that the bison is a amphibian and that the sea turtle is a fish.,bison / amphibian,sea turtle / fish,0,0,0,2
148,It is the case both that the eagle is a bird and that the tapir is a bird.,eagle / bird,tapir / bird,1,0,0,2
149,It is the case both that the tarantula is a insect and that the mongoose is a mammal.,tarantula / insect,mongoose / mammal,0,1,0,2
150,It is the case both that the narwhal is a mammal and that the porcupine is a mammal.,narwhal / mammal,porcupine / mammal,1,1,1,2
151,It is the case both that the alpaca is a mammal and that the flamingo is a bird.,alpaca / mammal,flamingo / bird,1,1,1,2
152,It is the case both that the whale is a mammal and that the alpaca is a mammal.,whale / mammal,alpaca / mammal,1,1,1,2
153,It is the case both that the octopus is a mollusk and that the otter is a mammal.,octopus / mollusk,otter / mammal,1,1,1,2
154,It is the case both that the frog is a bird and that the walrus is a mollusk.,frog / bird,walrus / mollusk,0,0,0,2
155,It is the case both that the goldfish is a fish and that the chicken is a bird.,goldfish / fish,chicken / bird,1,1,1,2
156,It is the case both that the aardvark is a mammal and that the kangaroo is a mammal.,aardvark / mammal,kangaroo / mammal,1,1,1,2
157,It is the case both that the porcupine is a bird and that the eagle is a mammal.,porcupine / bird,eagle / mammal,0,0,0,2
158,It is the case both that the chicken is a bird and that the goat is a bird.,chicken / bird,goat / bird,1,0,0,2
159,It is the case both that the tiger is a mammal and that the cheetah is a mammal.,tiger / mammal,cheetah / mammal,1,1,1,2
160,It is the case both that the narwhal is a bird and that the raccoon is a mammal.,narwhal / bird,raccoon / mammal,0,1,0,2
161,It is the case both that the bat is a mammal and that the leopard is a mammal.,bat / mammal,leopard / mammal,1,1,1,2
162,It is the case both that the seagull is a bird and that the giant anteater is a fish.,seagull / bird,giant anteater / fish,1,0,0,2
163,It is the case both that the tarantula is a insect and that the hummingbird is a bird.,tarantula / insect,hummingbird / bird,0,1,0,2
164,It is the case both that the aardvark is a fish and that the raccoon is a mammal.,aardvark / fish,raccoon / mammal,0,1,0,2
165,It is the case both that the hamster is a mammal and that the vulture is a bird.,hamster / mammal,vulture / bird,1,1,1,2
166,It is the case both that the beaver is a mammal and that the shark is a mammal.,beaver / mammal,shark / mammal,1,0,0,2
167,It is the case both that the iguana is a bird and that the seahorse is a fish.,iguana / bird,seahorse / fish,0,1,0,2
168,It is the case both that the squirrel is a bird and that the snake is a reptile.,squirrel / bird,snake / reptile,0,1,0,2
169,It is the case both that the cassowary is a mammal and that the jellyfish is a mammal.,cassowary / mammal,jellyfish / mammal,0,0,0,2
170,It is the case both that the porcupine is a mammal and that the vulture is a bird.,porcupine / mammal,vulture / bird,1,1,1,2
171,It is the case both that the mongoose is a bird and that the mongoose is a bird.,mongoose / bird,mongoose / bird,0,0,0,2
172,It is the case both that the salmon is a fish and that the cat is a mammal.,salmon / fish,cat / mammal,1,1,1,2
173,It is the case both that the tarantula is a insect and that the giraffe is a crustacean.,tarantula / insect,giraffe / crustacean,0,0,0,2
174,It is the case both that the wolverine is a bird and that the rat is a mammal.,wolverine / bird,rat / mammal,0,1,0,2
175,It is the case both that the hamster is a mammal and that the seagull is a bird.,hamster / mammal,seagull / bird,1,1,1,2
176,It is the case both that the swan is a bird and that the hyena is a bird.,swan / bird,hyena / bird,1,0,0,2
177,It is the case both that the raccoon is a mammal and that the moose is a mammal.,raccoon / mammal,moose / mammal,1,1,1,2
178,It is the case both that the mongoose is a mammal and that the kangaroo is a mammal.,mongoose / mammal,kangaroo / mammal,1,1,1,2
179,It is the case both that the crocodile is a reptile and that the koala is a mammal.,crocodile / reptile,koala / mammal,1,1,1,2
180,It is the case both that the camel is a mammal and that the wolverine is a mammal.,camel / mammal,wolverine / mammal,1,1,1,2
181,It is the case both that the rat is a mammal and that the tarantula is a insect.,rat / mammal,tarantula / insect,1,0,0,2
182,It is the case both that the tapir is a mammal and that the cow is a mammal.,tapir / mammal,cow / mammal,1,1,1,2
183,It is the case both that the eagle is a mammal and that the tortoise is a cnidarian.,eagle / mammal,tortoise / cnidarian,0,0,0,2
184,It is the case both that the crocodile is a mammal and that the squirrel is a bird.,crocodile / mammal,squirrel / bird,0,0,0,2
185,It is the case both that the hamster is a fish and that the narwhal is a bird.,hamster / fish,narwhal / bird,0,0,0,2
186,It is the case both that the snake is a reptile and that the cat is a bird.,snake / reptile,cat / bird,1,0,0,2
187,It is the case both that the armadillo is a mammal and that the seahorse is a mammal.,armadillo / mammal,seahorse / mammal,1,0,0,2
188,It is the case both that the giraffe is a mammal and that the peacock is a bird.,giraffe / mammal,peacock / bird,1,1,1,2
189,It is the case both that the kangaroo is a crustacean and that the walrus is a mollusk.,kangaroo / crustacean,walrus / mollusk,0,0,0,2
190,It is the case both that the parrot is a bird and that the panda is a mammal.,parrot / bird,panda / mammal,1,1,1,2
191,It is the case both that the hippopotamus is a mammal and that the cow is a mammal.,hippopotamus / mammal,cow / mammal,1,1,1,2
192,It is the case both that the goldfish is a mammal and that the bison is a mammal.,goldfish / mammal,bison / mammal,0,1,0,2
193,It is the case both that the sparrow is a bird and that the rhinoceros is a mammal.,sparrow / bird,rhinoceros / mammal,1,1,1,2
194,It is the case both that the rhinoceros is a mammal and that the seahorse is a fish.,rhinoceros / mammal,seahorse / fish,1,1,1,2
195,It is the case both that the pigeon is a bird and that the elephant is a mammal.,pigeon / bird,elephant / mammal,1,1,1,2
196,It is the case both that the koala is a mammal and that the koala is a fish.,koala / mammal,koala / fish,1,0,0,2
197,It is the case both that the pigeon is a mammal and that the elephant is a bird.,pigeon / mammal,elephant / bird,0,0,0,2
198,It is the case both that the cassowary is a bird and that the gecko is a crustacean.,cassowary / bird,gecko / crustacean,1,0,0,2
199,It is the case both that the hippopotamus is a mammal and that the panda is a mammal.,hippopotamus / mammal,panda / mammal,1,1,1,2
200,It is the case both that the wolverine is a mammal and that the salmon is a fish.,wolverine / mammal,salmon / fish,1,1,1,2
201,It is the case both that the gazelle is a mammal and that the slug is a mollusk.,gazelle / mammal,slug / mollusk,1,1,1,2
202,It is the case both that the otter is a fish and that the wolverine is a bird.,otter / fish,wolverine / bird,0,0,0,2
203,It is the case both that the mongoose is a mammal and that the otter is a fish.,mongoose / mammal,otter / fish,1,0,0,2
204,It is the case both that the porcupine is a mammal and that the alpaca is a bird.,porcupine / mammal,alpaca / bird,1,0,0,2
205,It is the case both that the mongoose is a mammal and that the hyena is a mammal.,mongoose / mammal,hyena / mammal,1,1,1,2
206,It is the case both that the parrot is a mammal and that the salmon is a fish.,parrot / mammal,salmon / fish,0,1,0,2
207,It is the case both that the zebra is a fish and that the otter is a mammal.,zebra / fish,otter / mammal,0,1,0,2
208,It is the case both that the manta ray is a mammal and that the swan is a bird.,manta ray / mammal,swan / bird,0,1,0,2
209,It is the case both that the vulture is a fish and that the narwhal is a mammal.,vulture / fish,narwhal / mammal,0,1,0,2
210,It is the case both that the flamingo is a bird and that the wolverine is a bird.,flamingo / bird,wolverine / bird,1,0,0,2
211,It is the case both that the skunk is a mammal and that the sparrow is a bird.,skunk / mammal,sparrow / bird,1,1,1,2
212,It is the case both that the porcupine is a mammal and that the shark is a fish.,porcupine / mammal,shark / fish,1,1,1,2
213,It is the case both that the jellyfish is a cnidarian and that the tuna is a mammal.,jellyfish / cnidarian,tuna / mammal,1,0,0,2
214,It is the case both that the hyena is a mammal and that the hyena is a mammal.,hyena / mammal,hyena / mammal,1,1,1,2
215,It is the case both that the penguin is a bird and that the beaver is a mammal.,penguin / bird,beaver / mammal,1,1,1,2
216,It is the case both that the skunk is a mammal and that the beaver is a mammal.,skunk / mammal,beaver / mammal,1,1,1,2
217,It is the case both that the cow is a mammal and that the hedgehog is a mammal.,cow / mammal,hedgehog / mammal,1,1,1,2
218,It is the case both that the gecko is a reptile and that the koala is a mammal.,gecko / reptile,koala / mammal,1,1,1,2
219,It is the case both that the dog is a bird and that the pigeon is a mammal.,dog / bird,pigeon / mammal,0,0,0,2
220,It is the case both that the panda is a bird and that the elephant is a bird.,panda / bird,elephant / bird,0,0,0,2
221,It is the case both that the tortoise is a cnidarian and that the rabbit is a mammal.,tortoise / cnidarian,rabbit / mammal,0,1,0,2
222,It is the case both that the porcupine is a mammal and that the rat is a mammal.,porcupine / mammal,rat / mammal,1,1,1,2
223,It is the case both that the narwhal is a mammal and that the leopard is a mammal.,narwhal / mammal,leopard / mammal,1,1,1,2
224,It is the case both that the cow is a mammal and that the elephant is a mammal.,cow / mammal,elephant / mammal,1,1,1,2
225,It is the case both that the goat is a mammal and that the shark is a mammal.,goat / mammal,shark / mammal,1,0,0,2
226,It is the case both that the rhinoceros is a mammal and that the polar bear is a fish.,rhinoceros / mammal,polar bear / fish,1,0,0,2
227,It is the case both that the lobster is a crustacean and that the tapir is a mammal.,lobster / crustacean,tapir / mammal,1,1,1,2
228,It is the case both that the pigeon is a bird and that the ostrich is a fish.,pigeon / bird,ostrich / fish,1,0,0,2
229,It is the case both that the iguana is a reptile and that the hippopotamus is a mammal.,iguana / reptile,hippopotamus / mammal,1,1,1,2
230,It is the case both that the gorilla is a mammal and that the hamster is a mammal.,gorilla / mammal,hamster / mammal,1,1,1,2
231,It is the case both that the hummingbird is a bird and that the axolotl is a reptile.,hummingbird / bird,axolotl / reptile,1,0,0,2
232,It is the case both that the shark is a fish and that the koala is a mammal.,shark / fish,koala / mammal,1,1,1,2
233,It is the case both that the aardvark is a mammal and that the whale is a mammal.,aardvark / mammal,whale / mammal,1,1,1,2
234,It is the case both that the penguin is a bird and that the ostrich is a bird.,penguin / bird,ostrich / bird,1,1,1,2
235,It is the case both that the bat is a mammal and that the wolverine is a bird.,bat / mammal,wolverine / bird,1,0,0,2
236,It is the case both that the swan is a bird and that the cow is a bird.,swan / bird,cow / bird,1,0,0,2
237,It is the case both that the hyena is a mammal and that the crocodile is a reptile.,hyena / mammal,crocodile / reptile,1,1,1,2
238,It is the case both that the peacock is a mammal and that the slug is a mollusk.,peacock / mammal,slug / mollusk,0,1,0,2
239,It is the case both that the tortoise is a reptile and that the gazelle is a mammal.,tortoise / reptile,gazelle / mammal,1,1,1,2
240,It is the case both that the hedgehog is a mammal and that the whale is a fish.,hedgehog / mammal,whale / fish,1,0,0,2
241,It is the case both that the slug is a mollusk and that the giraffe is a mammal.,slug / mollusk,giraffe / mammal,1,1,1,2
242,It is the case both that the giraffe is a mammal and that the tapir is a mammal.,giraffe / mammal,tapir / mammal,1,1,1,2
243,It is the case both that the tiger is a mammal and that the aardvark is a mammal.,tiger / mammal,aardvark / mammal,1,1,1,2
244,It is the case both that the gorilla is a mammal and that the hamster is a fish.,gorilla / mammal,hamster / fish,1,0,0,2
245,It is the case both that the beaver is a bird and that the beaver is a mammal.,beaver / bird,beaver / mammal,0,1,0,2
246,It is the case both that the salmon is a fish and that the shark is a fish.,salmon / fish,shark / fish,1,1,1,2
247,It is the case both that the parrot is a bird and that the walrus is a mammal.,parrot / bird,walrus / mammal,1,1,1,2
248,It is the case both that the cat is a mammal and that the dog is a bird.,cat / mammal,dog / bird,1,0,0,2
249,It is the case both that the seagull is a bird and that the gorilla is a mammal.,seagull / bird,gorilla / mammal,1,1,1,2
250,It is the case both that the goat is a mammal and that the flamingo is a mammal.,goat / mammal,flamingo / mammal,1,0,0,2
251,It is the case both that the hummingbird is a bird and that the chimpanzee is a fish.,hummingbird / bird,chimpanzee / fish,1,0,0,2
252,It is the case both that the bat is a bird and that the cat is a mammal.,bat / bird,cat / mammal,0,1,0,2
253,It is the case both that the slug is a mammal and that the penguin is a bird.,slug / mammal,penguin / bird,0,1,0,2
254,It is the case both that the mongoose is a mammal and that the hummingbird is a mammal.,mongoose / mammal,hummingbird / mammal,1,0,0,2
255,It is the case both that the pigeon is a bird and that the salmon is a fish.,pigeon / bird,salmon / fish,1,1,1,2
256,It is the case both that the crocodile is a reptile and that the ostrich is a bird.,crocodile / reptile,ostrich / bird,1,1,1,2
