idx,statement,subject,disjunctA_obj,disjunctB_obj,labelA,labelB,compound_label,n_parts
64,It is the case either that Oxygen has the symbol Sb or that it has the symbol Ne.,Oxygen,Sb,Ne,0,0,0,2
65,It is the case either that Cesium has the symbol Pm or that it has the symbol Tc.,Cesium,Pm,Tc,0,0,0,2
66,It is the case either that Rhodium has the symbol K or that it has the symbol Sn.,Rhodium,K,Sn,0,0,0,2
67,It is the case either that Astatine has the symbol Pa or that it has the symbol Mg.,Astatine,Pa,Mg,0,0,0,2
68,It is the case either that Iridium has the symbol Xe or that it has the symbol Ir.,Iridium,Xe,Ir,0,1,1,2
69,It is the case either that Iodine has the symbol Nb or that it has the symbol Cd.,Iodine,Nb,Cd,0,0,0,2
70,It is the case either that Neodymium has the symbol Nd or that it has the symbol Np.,Neodymium,Nd,Np,1,0,1,2
71,It is the case either that Xenon has the symbol Ta or that it has the symbol Xe.,Xenon,Ta,Xe,0,1,1,2
72,It is the case either that Krypton has the symbol Nb or that it has the symbol Ba.,Krypton,Nb,Ba,0,0,0,2
73,It is the case either that Thulium has the symbol Be or that it has the symbol Ne.,Thulium,Be,Ne,0,0,0,2
74,It is the case either that Lutetium has the symbol Sb or that it has the symbol Be.,Lutetium,Sb,Be,0,0,0,2
75,It is the case either that Cesium has the symbol F or that it has the symbol Cs.,Cesium,F,Cs,0,1,1,2
76,It is the case either that Xenon has the symbol Yb or that it has the symbol Xe.,Xenon,Yb,Xe,0,1,1,2
77,It is the case either that Actinium has the symbol Ar or that it has the symbol H.,Actinium,Ar,H,0,0,0,2
78,It is the case either that Gold has the symbol Ce or that it has the symbol Au.,Gold,Ce,Au,0,1,1,2
79,It is the case either that Thulium has the symbol Ne or that it has the symbol Cl.,Thulium,Ne,Cl,0,0,0,2
80,It is the case either that Uranium has the symbol Re or that it has the symbol Ac.,Uranium,Re,Ac,0,0,0,2
81,It is the case either that Francium has the symbol Sc or that it has the symbol Fr.,Francium,Sc,Fr,0,1,1,2
82,It is the case either that Zinc has the symbol Ne or that it has the symbol Zn.,Zinc,Ne,Zn,0,1,1,2
83,It is the case either that Tin has the symbol Be or that it has the symbol Tc.,Tin,Be,Tc,0,0,0,2
84,It is the case either that Scandium has the symbol Rn or that it has the symbol La.,Scandium,Rn,La,0,0,0,2
85,It is the case either that Iridium has the symbol Fe or that it has the symbol Co.,Iridium,Fe,Co,0,0,0,2
86,It is the case either that Carbon has the symbol Na or that it has the symbol C.,Carbon,Na,C,0,1,1,2
87,It is the case either that Carbon has the symbol Rb or that it has the symbol C.,Carbon,Rb,C,0,1,1,2
88,It is the case either that Cadmium has the symbol Ir or that it has the symbol Rh.,Cadmium,Ir,Rh,0,0,0,2
89,It is the case either that Radium has the symbol N or that it has the symbol Sm.,Radium,N,Sm,0,0,0,2
90,It is the case either that Titanium has the symbol Co or that it has the symbol B.,Titanium,Co,B,0,0,0,2
91,It is the case either that Neon has the symbol P or that it has the symbol Ne.,Neon,P,Ne,0,1,1,2
92,It is the case either that Silicon has the symbol Si or that it has the symbol Pt.,Silicon,Si,Pt,1,0,1,2
93,It is the case either that Oxygen has the symbol Pr or that it has the symbol O.,Oxygen,Pr,O,0,1,1,2
94,It is the case either that Zinc has the symbol Fe or that it has the symbol Fr.,Zinc,Fe,Fr,0,0,0,2
95,It is the case either that Molybdenum has the symbol Ac or that it has the symbol Mo.,Molybdenum,Ac,Mo,0,1,1,2
96,It is the case either that Fluorine has the symbol C or that it has the symbol N.,Fluorine,C,N,0,0,0,2
97,It is the case either that Arsenic has the symbol Ar or that it has the symbol Re.,Arsenic,Ar,Re,0,0,0,2
98,It is the case either that Carbon has the symbol In or that it has the symbol Xe.,Carbon,In,Xe,0,0,0,2
99,It is the case either that Gadolinium has the symbol Gd or that it has the symbol Mg.,Gadolinium,Gd,Mg,1,0,1,2
100,It is the case either that Germanium has the symbol Ge or that it has the symbol Po.,Germanium,Ge,Po,1,0,1,2
101,It is the case either that Gadolinium has the symbol F or that it has the symbol Hg.,Gadolinium,F,Hg,0,0,0,2
102,It is the case either that Ytterbium has the symbol Mo or that it has the symbol Ho.,Ytterbium,Mo,Ho,0,0,0,2
103,It is the case either that Thorium has the symbol Au or that it has the symbol Se.,Thorium,Au,Se,0,0,0,2
104,It is the case either that Bismuth has the symbol La or that it has the symbol Sb.,Bismuth,La,Sb,0,0,0,2
105,It is the case either that Technetium has the symbol Tc or that it has the symbol Fe.,Technetium,Tc,Fe,1,0,1,2
106,It is the case either that Actinium has the symbol Bi or that it has the symbol Ac.,Actinium,Bi,Ac,0,1,1,2
107,It is the case either that Niobium has the symbol S or that it has the symbol Nb.,Niobium,S,Nb,0,1,1,2
108,It is the case either that Gold has the symbol Ge or that it has the symbol Au.,Gold,Ge,Au,0,1,1,2
109,It is the case either that Boron has the symbol B or that it has the symbol Zr.,Boron,B,Zr,1,0,1,2
110,It is the case either that Sodium has the symbol Lu or that it has the symbol N.,Sodium,Lu,N,0,0,0,2
111,It is the case either that Radon has the symbol Rn or that it has the symbol Be.,Radon,Rn,Be,1,0,1,2
112,It is the case either that Neodymium has the symbol Lu or that it has the symbol Ac.,Neodymium,Lu,Ac,0,0,0,2
113,It is the case either that Rhenium has the symbol Re or that it has the symbol Zr.,Rhenium,Re,Zr,1,0,1,2
114,It is the case either that Thulium has the symbol Ne or that it has the symbol Na.,Thulium,Ne,Na,0,0,0,2
115,It is the case either that Yttrium has the symbol Sc or that it has the symbol U.,Yttrium,Sc,U,0,0,0,2
116,It is the case either that Thorium has the symbol Th or that it has the symbol Sb.,Thorium,Th,Sb,1,0,1,2
117,It is the case either that Argon has the symbol Sc or that it has the symbol Co.,Argon,Sc,Co,0,0,0,2
118,It is the case either that Neodymium has the symbol Ac or that it has the symbol Lu.,Neodymium,Ac,Lu,0,0,0,2
119,It is the case either that Samarium has the symbol Sm or that it has the symbol Pa.,Samarium,Sm,Pa,1,0,1,2
120,It is the case either that Niobium has the symbol Rh or that it has the symbol Br.,Niobium,Rh,Br,0,0,0,2
121,It is the case either that Gallium has the symbol Ga or that it has the symbol Sm.,Gallium,Ga,Sm,1,0,1,2
122,It is the case either that Lanthanum has the symbol Po or that it has the symbol Sc.,Lanthanum,Po,Sc,0,0,0,2
123,It is the case either that Indium has the symbol As or that it has the symbol Ce.,Indium,As,Ce,0,0,0,2
124,It is the case either that Calcium has the symbol Na or that it has the symbol Ca.,Calcium,Na,Ca,0,1,1,2
125,It is the case either that Boron has the symbol B or that it has the symbol La.,Boron,B,La,1,0,1,2
126,It is the case either that Samarium has the symbol Sm or that it has the symbol O.,Samarium,Sm,O,1,0,1,2
127,It is the case either that Bromine has the symbol Sn or that it has the symbol Br.,Bromine,Sn,Br,0,1,1,2
128,It is the case either that Samarium has the symbol Mo or that it has the symbol Sm.,Samarium,Mo,Sm,0,1,1,2
129,It is the case either that Calcium has the symbol Cl or that it has the symbol P.,Calcium,Cl,P,0,0,0,2
130,It is the case either that Actinium has the symbol Ac or that it has the symbol P.,Actinium,Ac,P,1,0,1,2
131,It is the case either that Carbon has the symbol Al or that it has the symbol C.,Carbon,Al,C,0,1,1,2
132,It is the case either that Barium has the symbol Sb or that it has the symbol Ba.,Barium,Sb,Ba,0,1,0,2
133,It is the case either that Holmium has the symbol N or that it has the symbol Tb.,Holmium,N,Tb,0,0,0,2
134,It is the case either that Potassium has the symbol Dy or that it has the symbol K.,Potassium,Dy,K,0,1,1,2
135,It is the case either that Arsenic has the symbol Re or that it has the symbol Mg.,Arsenic,Re,Mg,0,0,0,2
136,It is the case either that Radon has the symbol N or that it has the symbol Rn.,Radon,N,Rn,0,1,1,2
137,It is the case either that Promethium has the symbol Dy or that it has the symbol Pr.,Promethium,Dy,Pr,0,0,0,2
138,It is the case either that Silicon has the symbol Rn or that it has the symbol La.,Silicon,Rn,La,0,0,0,2
139,It is the case either that Helium has the symbol He or that it has the symbol Pr.,Helium,He,Pr,1,0,1,2
140,It is the case either that Ruthenium has the symbol Au or that it has the symbol Rh.,Ruthenium,Au,Rh,0,0,0,2
141,It is the case either that Neon has the symbol Lu or that it has the symbol Tl.,Neon,Lu,Tl,0,0,0,2
142,It is the case either that Barium has the symbol Sb or that it has the symbol Tb.,Barium,Sb,Tb,0,0,0,2
143,It is the case either that Francium has the symbol Fr or that it has the symbol Ho.,Francium,Fr,Ho,1,0,1,2
144,It is the case either that Potassium has the symbol K or that it has the symbol Er.,Potassium,K,Er,1,0,1,2
145,It is the case either that Boron has the symbol Dy or that it has the symbol B.,Boron,Dy,B,0,1,1,2
146,It is the case either that Rubidium has the symbol Rb or that it has the symbol Np.,Rubidium,Rb,Np,1,0,1,2
147,It is the case either that Molybdenum has the symbol Mo or that it has the symbol Zr.,Molybdenum,Mo,Zr,1,0,1,2
148,It is the case either that Francium has the symbol Br or that it has the symbol Fr.,Francium,Br,Fr,0,1,1,2
149,It is the case either that Carbon has the symbol Na or that it has the symbol In.,Carbon,Na,In,0,0,0,2
150,It is the case either that Cadmium has the symbol Cd or that it has the symbol Hg.,Cadmium,Cd,Hg,1,0,1,2
151,It is the case either that Ruthenium has the symbol Se or that it has the symbol Ru.,Ruthenium,Se,Ru,0,1,1,2
152,It is the case either that Neodymium has the symbol I or that it has the symbol Nd.,Neodymium,I,Nd,0,1,1,2
153,It is the case either that Beryllium has the symbol Be or that it has the symbol Mo.,Beryllium,Be,Mo,1,0,1,2
154,It is the case either that Iridium has the symbol Ir or that it has the symbol Mn.,Iridium,Ir,Mn,1,0,1,2
155,It is the case either that Barium has the symbol Sb or that it has the symbol Au.,Barium,Sb,Au,0,0,0,2
156,It is the case either that Promethium has the symbol Pm or that it has the symbol Sc.,Promethium,Pm,Sc,1,0,1,2
157,It is the case either that Chlorine has the symbol Cr or that it has the symbol Hg.,Chlorine,Cr,Hg,0,0,0,2
158,It is the case either that Selenium has the symbol Cs or that it has the symbol Se.,Selenium,Cs,Se,0,1,1,2
159,It is the case either that Rubidium has the symbol Rb or that it has the symbol Os.,Rubidium,Rb,Os,1,0,1,2
160,It is the case either that Nickel has the symbol Sb or that it has the symbol Ni.,Nickel,Sb,Ni,0,1,1,2
161,It is the case either that Germanium has the symbol Ir or that it has the symbol Ge.,Germanium,Ir,Ge,0,1,1,2
162,It is the case either that Tin has the symbol Be or that it has the symbol Cs.,Tin,Be,Cs,0,0,0,2
163,It is the case either that Boron has the symbol Zr or that it has the symbol Pm.,Boron,Zr,Pm,0,0,0,2
164,It is the case either that Promethium has the symbol Pm or that it has the symbol Ne.,Promethium,Pm,Ne,1,0,1,2
165,It is the case either that Silicon has the symbol Na or that it has the symbol Si.,Silicon,Na,Si,0,1,1,2
166,It is the case either that Radon has the symbol Sb or that it has the symbol H.,Radon,Sb,H,0,0,0,2
167,It is the case either that Aluminum has the symbol Sc or that it has the symbol F.,Aluminum,Sc,F,0,0,0,2
168,It is the case either that Ytterbium has the symbol Sb or that it has the symbol Mo.,Ytterbium,Sb,Mo,0,0,0,2
169,It is the case either that Niobium has the symbol Hf or that it has the symbol Rh.,Niobium,Hf,Rh,0,0,0,2
170,It is the case either that Samarium has the symbol Sm or that it has the symbol Mg.,Samarium,Sm,Mg,1,0,1,2
171,It is the case either that Boron has the symbol Mo or that it has the symbol B.,Boron,Mo,B,0,1,1,2
172,It is the case either that Tellurium has the symbol Te or that it has the symbol Lu.,Tellurium,Te,Lu,1,0,1,2
173,It is the case either that Cadmium has the symbol Ir or that it has the symbol C.,Cadmium,Ir,C,0,0,0,2
174,It is the case either that Osmium has the symbol Rn or that it has the symbol Ac.,Osmium,Rn,Ac,0,0,0,2
175,It is the case either that Potassium has the symbol K or that it has the symbol Er.,Potassium,K,Er,1,0,1,2
176,It is the case either that Sodium has the symbol Mg or that it has the symbol Lu.,Sodium,Mg,Lu,0,0,0,2
177,It is the case either that Technetium has the symbol Tc or that it has the symbol Gd.,Technetium,Tc,Gd,1,0,1,2
178,It is the case either that Neptunium has the symbol Sc or that it has the symbol Na.,Neptunium,Sc,Na,0,0,0,2
179,It is the case either that Neodymium has the symbol Ac or that it has the symbol Ar.,Neodymium,Ac,Ar,0,0,0,2
180,It is the case either that Neptunium has the symbol Na or that it has the symbol Al.,Neptunium,Na,Al,0,0,0,2
181,It is the case either that Neptunium has the symbol Na or that it has the symbol Hf.,Neptunium,Na,Hf,0,0,0,2
182,It is the case either that Strontium has the symbol C or that it has the symbol Sn.,Strontium,C,Sn,0,0,0,2
183,It is the case either that Actinium has the symbol Mo or that it has the symbol Ar.,Actinium,Mo,Ar,0,0,0,2
184,It is the case either that Lutetium has the symbol Lu or that it has the symbol Tl.,Lutetium,Lu,Tl,1,0,1,2
185,It is the case either that Protactinium has the symbol I or that it has the symbol Pa.,Protactinium,I,Pa,0,1,1,2
186,It is the case either that Dysprosium has the symbol Sc or that it has the symbol Dy.,Dysprosium,Sc,Dy,0,1,1,2
187,It is the case either that Sulfur has the symbol S or that it has the symbol Co.,Sulfur,S,Co,1,0,1,2
188,It is the case either that Silicon has the symbol Te or that it has the symbol Si.,Silicon,Te,Si,0,1,1,2
189,It is the case either that Aluminum has the symbol Th or that it has the symbol Sc.,Aluminum,Th,Sc,0,0,0,2
190,It is the case either that Dysprosium has the symbol Dy or that it has the symbol Tc.,Dysprosium,Dy,Tc,1,0,1,2
191,It is the case either that Helium has the symbol Xe or that it has the symbol Th.,Helium,Xe,Th,0,0,0,2
192,It is the case either that Terbium has the symbol Sn or that it has the symbol Ta.,Terbium,Sn,Ta,0,0,0,2
193,It is the case either that Chromium has the symbol Cs or that it has the symbol Cr.,Chromium,Cs,Cr,0,1,1,2
194,It is the case either that Phosphorus has the symbol P or that it has the symbol Na.,Phosphorus,P,Na,1,0,1,2
195,It is the case either that Helium has the symbol He or that it has the symbol Ac.,Helium,He,Ac,1,0,1,2
196,It is the case either that Selenium has the symbol Pm or that it has the symbol Se.,Selenium,Pm,Se,0,1,1,2
197,It is the case either that Radon has the symbol Cr or that it has the symbol Rn.,Radon,Cr,Rn,0,1,1,2
198,It is the case either that Oxygen has the symbol Rh or that it has the symbol Ne.,Oxygen,Rh,Ne,0,0,0,2
199,It is the case either that Neon has the symbol La or that it has the symbol Lu.,Neon,La,Lu,0,0,0,2
200,It is the case either that Tantalum has the symbol Bi or that it has the symbol Cs.,Tantalum,Bi,Cs,0,0,0,2
201,It is the case either that Calcium has the symbol Np or that it has the symbol Ca.,Calcium,Np,Ca,0,1,1,2
202,It is the case either that Hydrogen has the symbol Th or that it has the symbol H.,Hydrogen,Th,H,0,1,1,2
203,It is the case either that Gadolinium has the symbol Hg or that it has the symbol Al.,Gadolinium,Hg,Al,0,0,0,2
204,It is the case either that Magnesium has the symbol Lu or that it has the symbol Mg.,Magnesium,Lu,Mg,0,1,1,2
205,It is the case either that Holmium has the symbol Pr or that it has the symbol Ho.,Holmium,Pr,Ho,0,1,1,2
206,It is the case either that Oxygen has the symbol Ne or that it has the symbol Lu.,Oxygen,Ne,Lu,0,0,0,2
207,It is the case either that Cobalt has the symbol Pb or that it has the symbol Lu.,Cobalt,Pb,Lu,0,0,0,2
208,It is the case either that Tungsten has the symbol Zr or that it has the symbol W.,Tungsten,Zr,W,0,1,1,2
209,It is the case either that Cobalt has the symbol Sn or that it has the symbol Lu.,Cobalt,Sn,Lu,0,0,0,2
210,It is the case either that Zinc has the symbol Zn or that it has the symbol Pt.,Zinc,Zn,Pt,1,0,1,2
211,It is the case either that Francium has the symbol Fr or that it has the symbol Gd.,Francium,Fr,Gd,1,0,1,2
212,It is the case either that Gold has the symbol Au or that it has the symbol Eu.,Gold,Au,Eu,1,0,1,2
213,It is the case either that Potassium has the symbol Tb or that it has the symbol K.,Potassium,Tb,K,0,1,1,2
214,It is the case either that Thorium has the symbol Mo or that it has the symbol Th.,Thorium,Mo,Th,0,1,1,2
215,It is the case either that Rubidium has the symbol Kr or that it has the symbol Au.,Rubidium,Kr,Au,0,0,0,2
216,It is the case either that Radium has the symbol Eu or that it has the symbol Sm.,Radium,Eu,Sm,0,0,0,2
217,It is the case either that Radium has the symbol Sm or that it has the symbol Lu.,Radium,Sm,Lu,0,0,0,2
218,It is the case either that Neptunium has the symbol Na or that it has the symbol Tb.,Neptunium,Na,Tb,0,0,0,2
219,It is the case either that Boron has the symbol Ta or that it has the symbol B.,Boron,Ta,B,0,1,1,2
220,It is the case either that Ytterbium has the symbol Yb or that it has the symbol Xe.,Ytterbium,Yb,Xe,1,0,1,2
221,It is the case either that Chromium has the symbol Ru or that it has the symbol Re.,Chromium,Ru,Re,0,0,0,2
222,It is the case either that Palladium has the symbol Ir or that it has the symbol Pd.,Palladium,Ir,Pd,0,1,1,2
223,It is the case either that Magnesium has the symbol Sm or that it has the symbol Br.,Magnesium,Sm,Br,0,0,0,2
224,It is the case either that Copper has the symbol Cu or that it has the symbol Np.,Copper,Cu,Np,1,0,1,2
225,It is the case either that Rubidium has the symbol Ca or that it has the symbol Kr.,Rubidium,Ca,Kr,0,0,0,2
226,It is the case either that Chromium has the symbol Po or that it has the symbol Cr.,Chromium,Po,Cr,0,1,1,2
227,It is the case either that Tellurium has the symbol O or that it has the symbol Ar.,Tellurium,O,Ar,0,0,0,2
228,It is the case either that Protactinium has the symbol Cr or that it has the symbol Pa.,Protactinium,Cr,Pa,0,1,1,2
229,It is the case either that Nickel has the symbol Fe or that it has the symbol Ni.,Nickel,Fe,Ni,0,1,1,2
230,It is the case either that Boron has the symbol Fr or that it has the symbol B.,Boron,Fr,B,0,1,1,2
231,It is the case either that Ruthenium has the symbol As or that it has the symbol Au.,Ruthenium,As,Au,0,0,0,2
232,It is the case either that Nitrogen has the symbol Cr or that it has the symbol N.,Nitrogen,Cr,N,0,1,1,2
233,It is the case either that Silver has the symbol La or that it has the symbol Sb.,Silver,La,Sb,0,0,0,2
234,It is the case either that Antimony has the symbol Cs or that it has the symbol Sb.,Antimony,Cs,Sb,0,1,1,2
235,It is the case either that Gallium has the symbol Ne or that it has the symbol Ga.,Gallium,Ne,Ga,0,1,1,2
236,It is the case either that Beryllium has the symbol Be or that it has the symbol Pt.,Beryllium,Be,Pt,1,0,1,2
237,It is the case either that Terbium has the symbol Tb or that it has the symbol Tl.,Terbium,Tb,Tl,1,0,1,2
238,It is the case either that Rhodium has the symbol Rh or that it has the symbol Sr.,Rhodium,Rh,Sr,1,0,1,2
239,It is the case either that Sulfur has the symbol Ag or that it has the symbol S.,Sulfur,Ag,S,0,1,1,2
240,It is the case either that Technetium has the symbol Rn or that it has the symbol Tc.,Technetium,Rn,Tc,0,1,1,2
241,It is the case either that Protactinium has the symbol Be or that it has the symbol Ir.,Protactinium,Be,Ir,0,0,0,2
242,It is the case either that Boron has the symbol Pm or that it has the symbol Cs.,Boron,Pm,Cs,0,0,0,2
243,It is the case either that Radon has the symbol Nd or that it has the symbol H.,Radon,Nd,H,0,0,0,2
244,It is the case either that Terbium has the symbol Ta or that it has the symbol K.,Terbium,Ta,K,0,0,0,2
245,It is the case either that Iron has the symbol Tl or that it has the symbol Nb.,Iron,Tl,Nb,0,0,0,2
246,It is the case either that Potassium has the symbol K or that it has the symbol Be.,Potassium,K,Be,1,0,1,2
247,It is the case either that Rhodium has the symbol Tl or that it has the symbol Rh.,Rhodium,Tl,Rh,0,1,1,2
248,It is the case either that Samarium has the symbol Sm or that it has the symbol Rh.,Samarium,Sm,Rh,1,0,1,2
249,It is the case either that Krypton has the symbol Nb or that it has the symbol Ne.,Krypton,Nb,Ne,0,0,0,2
250,It is the case either that Arsenic has the symbol Mo or that it has the symbol As.,Arsenic,Mo,As,0,1,1,2
251,It is the case either that Praseodymium has the symbol Cl or that it has the symbol Pr.,Praseodymium,Cl,Pr,0,1,1,2
252,It is the case either that Potassium has the symbol Al or that it has the symbol K.,Potassium,Al,K,0,1,1,2
253,It is the case either that Sulfur has the symbol S or that it has the symbol Cl.,Sulfur,S,Cl,1,0,1,2
254,It is the case either that Protactinium has the symbol La or that it has the symbol Pa.,Protactinium,La,Pa,0,1,1,2
255,It is the case either that Bismuth has the symbol Rh or that it has the symbol La.,Bismuth,Rh,La,0,0,0,2
256,It is the case either that Zinc has the symbol Fr or that it has the symbol H.,Zinc,Fr,H,0,0,0,2
257,It is the case either that Iridium has the symbol Fe or that it has the symbol Ho.,Iridium,Fe,Ho,0,0,0,2
258,It is the case either that Hafnium has the symbol Nd or that it has the symbol Ho.,Hafnium,Nd,Ho,0,0,0,2
259,It is the case either that Helium has the symbol Tl or that it has the symbol He.,Helium,Tl,He,0,1,1,2
260,It is the case either that Indium has the symbol Ne or that it has the symbol In.,Indium,Ne,In,0,1,1,2
261,It is the case either that Silver has the symbol Fr or that it has the symbol Sb.,Silver,Fr,Sb,0,0,0,2
262,It is the case either that Chlorine has the symbol As or that it has the symbol Cr.,Chlorine,As,Cr,0,0,0,2
263,It is the case either that Gallium has the symbol B or that it has the symbol Ga.,Gallium,B,Ga,0,1,1,2
264,It is the case either that Hydrogen has the symbol Ge or that it has the symbol Pt.,Hydrogen,Ge,Pt,0,0,0,2
