idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
76,It is the case both that Scandium has the symbol Rn and that Nickel has the symbol Ni.,Scandium / Rn,Nickel / Ni,0,1,0,2
77,It is the case both that Nitrogen has the symbol La and that Chlorine has the symbol Cl.,Nitrogen / La,Chlorine / Cl,0,1,0,2
78,It is the case both that Cadmium has the symbol Cd and that Boron has the symbol B.,Cadmium / Cd,Boron / B,1,1,1,2
79,It is the case both that Francium has the symbol Fr and that Tellurium has the symbol Te.,Francium / Fr,Tellurium / Te,1,1,1,2
80,It is the case both that Strontium has the symbol Sn and that Iron has the symbol Fe.,Strontium / Sn,Iron / Fe,0,1,0,2
81,It is the case both that Helium has the symbol He and that Neptunium has the symbol Na.,Helium / He,Neptunium / Na,1,0,0,2
82,It is the case both that Holmium has the symbol Tb and that Ruthenium has the symbol Ru.,Holmium / Tb,Ruthenium / Ru,0,1,0,2
83,It is the case both that Ruthenium has the symbol Ru and that Gallium has the symbol Cs.,Ruthenium / Ru,Gallium / Cs,1,0,0,2
84,It is the case both that Nitrogen has the symbol N and that Promethium has the symbol Dy.,Nitrogen / N,Promethium / Dy,1,0,0,2
85,It is the case both that Gold has the symbol Au and that Tantalum has the symbol Ta.,Gold / Au,Tantalum / Ta,1,1,1,2
86,It is the case both that Lithium has the symbol Li and that Aluminum has the symbol Al.,Lithium / Li,Aluminum / Al,1,1,1,2
87,It is the case both that Technetium has the symbol Ag and that Protactinium has the symbol Pa.,Technetium / Ag,Protactinium / Pa,0,1,0,2
88,It is the case both that Indium has the symbol In and that Cerium has the symbol Ce.,Indium / In,Cerium / Ce,1,1,1,2
89,It is the case both that Cadmium has the symbol Ir and that Thallium has the symbol Tl.,Cadmium / Ir,Thallium / Tl,0,1,0,2
90,It is the case both that Zirconium has the symbol Eu and that Astatine has the symbol Mg.,Zirconium / Eu,Astatine / Mg,0,0,0,2
91,It is the case both that Platinum has the symbol Pt and that Mercury has the symbol Hg.,Platinum / Pt,Mercury / Hg,1,1,1,2
92,It is the case both that Silicon has the symbol Si and that Praseodymium has the symbol Sc.,Silicon / Si,Praseodymium / Sc,1,0,0,2
93,It is the case both that Bromine has the symbol Br and that Beryllium has the symbol As.,Bromine / Br,Beryllium / As,1,0,0,2
94,It is the case both that Platinum has the symbol Pt and that Phosphorus has the symbol P.,Platinum / Pt,Phosphorus / P,1,1,1,2
95,It is the case both that Dysprosium has the symbol Dy and that Hafnium has the symbol Hf.,Dysprosium / Dy,Hafnium / Hf,1,1,1,2
96,It is the case both that Arsenic has the symbol As and that Phosphorus has the symbol P.,Arsenic / As,Phosphorus / P,1,1,1,2
97,It is the case both that Gold has the symbol Au and that Barium has the symbol Ba.,Gold / Au,Barium / Ba,1,1,1,2
98,It is the case both that Chromium has the symbol Cr and that Hydrogen has the symbol H.,Chromium / Cr,Hydrogen / H,1,1,1,2
99,It is the case both that Uranium has the symbol Re and that Thallium has the symbol Tl.,Uranium / Re,Thallium / Tl,0,1,0,2
100,It is the case both that Boron has the symbol B and that Calcium has the symbol Ca.,Boron / B,Calcium / Ca,1,1,1,2
101,It is the case both that Indium has the symbol In and that Magnesium has the symbol Br.,Indium / In,Magnesium / Br,1,0,0,2
102,It is the case both that Tantalum has the symbol Ta and that Molybdenum has the symbol Mo.,Tantalum / Ta,Molybdenum / Mo,1,1,1,2
103,It is the case both that Tellurium has the symbol Te and that Samarium has the symbol Sm.,Tellurium / Te,Samarium / Sm,1,1,1,2
104,It is the case both that Mercury has the symbol Hg and that Tungsten has the symbol W.,Mercury / Hg,Tungsten / W,1,1,1,2
105,It is the case both that Indium has the symbol In and that Platinum has the symbol Pt.,Indium / In,Platinum / Pt,1,1,1,2
106,It is the case both that Carbon has the symbol In and that Gallium has the symbol Ga.,Carbon / In,Gallium / Ga,0,1,0,2
107,It is the case both that Iodine has the symbol I and that Tantalum has the symbol Ta.,Iodine / I,Tantalum / Ta,1,1,1,2
108,It is the case both that Barium has the symbol Ba and that Iron has the symbol Tl.,Barium / Ba,Iron / Tl,1,0,0,2
109,It is the case both that Beryllium has the symbol Be and that Erbium has the symbol Er.,Beryllium / Be,Erbium / Er,1,1,1,2
110,It is the case both that Protactinium has the symbol Ir and that Ruthenium has the symbol Au.,Protactinium / Ir,Ruthenium / Au,0,0,0,2
111,It is the case both that Selenium has the symbol Na and that Beryllium has the symbol Be.,Selenium / Na,Beryllium / Be,0,1,0,2
112,It is the case both that Nickel has the symbol Ni and that Francium has the symbol Fr.,Nickel / Ni,Francium / Fr,1,1,1,2
113,It is the case both that Thallium has the symbol Tl and that Cesium has the symbol Cs.,Thallium / Tl,Cesium / Cs,1,1,1,2
114,It is the case both that Indium has the symbol In and that Iridium has the symbol Fe.,Indium / In,Iridium / Fe,1,0,0,2
115,It is the case both that Holmium has the symbol Ho and that Tin has the symbol Sn.,Holmium / Ho,Tin / Sn,1,1,1,2
116,It is the case both that Radon has the symbol H and that Germanium has the symbol Ge.,Radon / H,Germanium / Ge,0,1,0,2
117,It is the case both that Potassium has the symbol Al and that Rubidium has the symbol Kr.,Potassium / Al,Rubidium / Kr,0,0,0,2
118,It is the case both that Scandium has the symbol Sc and that Antimony has the symbol Sb.,Scandium / Sc,Antimony / Sb,1,1,1,2
119,It is the case both that Lithium has the symbol Li and that Antimony has the symbol Sb.,Lithium / Li,Antimony / Sb,1,1,1,2
120,It is the case both that Barium has the symbol Sb and that Sodium has the symbol Na.,Barium / Sb,Sodium / Na,0,1,0,2
121,It is the case both that Boron has the symbol Pm and that Gadolinium has the symbol Gd.,Boron / Pm,Gadolinium / Gd,0,1,0,2
122,It is the case both that Tungsten has the symbol W and that Hydrogen has the symbol H.,Tungsten / W,Hydrogen / H,1,1,1,2
123,It is the case both that Strontium has the symbol Sr and that Scandium has the symbol Sc.,Strontium / Sr,Scandium / Sc,1,1,1,2
124,It is the case both that Potassium has the symbol K and that Magnesium has the symbol Br.,Potassium / K,Magnesium / Br,1,0,0,2
125,It is the case both that Carbon has the symbol In and that Gallium has the symbol Ga.,Carbon / In,Gallium / Ga,0,1,0,2
126,It is the case both that Yttrium has the symbol Y and that Holmium has the symbol Ho.,Yttrium / Y,Holmium / Ho,1,1,1,2
127,It is the case both that Hafnium has the symbol Hf and that Radium has the symbol Ra.,Hafnium / Hf,Radium / Ra,1,1,1,2
128,It is the case both that Tantalum has the symbol Ta and that Niobium has the symbol Rh.,Tantalum / Ta,Niobium / Rh,1,0,0,2
129,It is the case both that Thallium has the symbol Tl and that Cobalt has the symbol Co.,Thallium / Tl,Cobalt / Co,1,1,1,2
130,It is the case both that Bromine has the symbol Br and that Chlorine has the symbol Cr.,Bromine / Br,Chlorine / Cr,1,0,0,2
131,It is the case both that Silver has the symbol Ag and that Copper has the symbol Ta.,Silver / Ag,Copper / Ta,1,0,0,2
132,It is the case both that Nitrogen has the symbol N and that Holmium has the symbol Tb.,Nitrogen / N,Holmium / Tb,1,0,0,2
133,It is the case both that Argon has the symbol Co and that Sodium has the symbol Na.,Argon / Co,Sodium / Na,0,1,0,2
134,It is the case both that Palladium has the symbol Nd and that Niobium has the symbol Nb.,Palladium / Nd,Niobium / Nb,0,1,0,2
135,It is the case both that Protactinium has the symbol Ir and that Radium has the symbol Ra.,Protactinium / Ir,Radium / Ra,0,1,0,2
136,It is the case both that Holmium has the symbol Tb and that Fluorine has the symbol N.,Holmium / Tb,Fluorine / N,0,0,0,2
137,It is the case both that Potassium has the symbol K and that Indium has the symbol In.,Potassium / K,Indium / In,1,1,1,2
138,It is the case both that Krypton has the symbol Kr and that Scandium has the symbol Sc.,Krypton / Kr,Scandium / Sc,1,1,1,2
139,It is the case both that Praseodymium has the symbol Pr and that Cerium has the symbol Ce.,Praseodymium / Pr,Cerium / Ce,1,1,1,2
140,It is the case both that Erbium has the symbol Er and that Neodymium has the symbol Nd.,Erbium / Er,Neodymium / Nd,1,1,1,2
141,It is the case both that Promethium has the symbol Pm and that Neptunium has the symbol Na.,Promethium / Pm,Neptunium / Na,1,0,0,2
142,It is the case both that Actinium has the symbol Ac and that Bromine has the symbol Mo.,Actinium / Ac,Bromine / Mo,1,0,0,2
143,It is the case both that Bromine has the symbol Br and that Iodine has the symbol Nb.,Bromine / Br,Iodine / Nb,1,0,0,2
144,It is the case both that Hydrogen has the symbol H and that Neptunium has the symbol Na.,Hydrogen / H,Neptunium / Na,1,0,0,2
145,It is the case both that Thallium has the symbol Tl and that Zirconium has the symbol Zr.,Thallium / Tl,Zirconium / Zr,1,1,1,2
146,It is the case both that Fluorine has the symbol F and that Thorium has the symbol Th.,Fluorine / F,Thorium / Th,1,1,1,2
147,It is the case both that Ytterbium has the symbol Yb and that Hafnium has the symbol Hf.,Ytterbium / Yb,Hafnium / Hf,1,1,1,2
148,It is the case both that Ruthenium has the symbol Au and that Thulium has the symbol Tm.,Ruthenium / Au,Thulium / Tm,0,1,0,2
149,It is the case both that Barium has the symbol Sb and that Iridium has the symbol Ir.,Barium / Sb,Iridium / Ir,0,1,0,2
150,It is the case both that Europium has the symbol Eu and that Lithium has the symbol Li.,Europium / Eu,Lithium / Li,1,1,1,2
151,It is the case both that Calcium has the symbol P and that Aluminum has the symbol Al.,Calcium / P,Aluminum / Al,0,1,0,2
152,It is the case both that Lutetium has the symbol Lu and that Terbium has the symbol Tb.,Lutetium / Lu,Terbium / Tb,1,1,1,2
153,It is the case both that Ytterbium has the symbol Mo and that Selenium has the symbol Se.,Ytterbium / Mo,Selenium / Se,0,1,0,2
154,It is the case both that Neodymium has the symbol Nd and that Thallium has the symbol Tl.,Neodymium / Nd,Thallium / Tl,1,1,1,2
155,It is the case both that Silicon has the symbol Si and that Silicon has the symbol Si.,Silicon / Si,Silicon / Si,1,1,1,2
156,It is the case both that Sodium has the symbol Lu and that Uranium has the symbol U.,Sodium / Lu,Uranium / U,0,1,0,2
157,It is the case both that Neodymium has the symbol Nd and that Actinium has the symbol Ac.,Neodymium / Nd,Actinium / Ac,1,1,1,2
158,It is the case both that Beryllium has the symbol Be and that Lead has the symbol Pb.,Beryllium / Be,Lead / Pb,1,1,1,2
159,It is the case both that Bismuth has the symbol La and that Aluminum has the symbol Sc.,Bismuth / La,Aluminum / Sc,0,0,0,2
160,It is the case both that Bismuth has the symbol Bi and that Zinc has the symbol Fr.,Bismuth / Bi,Zinc / Fr,1,0,0,2
161,It is the case both that Osmium has the symbol Rn and that Chlorine has the symbol Cl.,Osmium / Rn,Chlorine / Cl,0,1,0,2
162,It is the case both that Barium has the symbol Ba and that Palladium has the symbol Nd.,Barium / Ba,Palladium / Nd,1,0,0,2
163,It is the case both that Protactinium has the symbol Ir and that Osmium has the symbol Os.,Protactinium / Ir,Osmium / Os,0,1,0,2
164,It is the case both that Tantalum has the symbol Ta and that Phosphorus has the symbol P.,Tantalum / Ta,Phosphorus / P,1,1,1,2
165,It is the case both that Cobalt has the symbol Co and that Thorium has the symbol Th.,Cobalt / Co,Thorium / Th,1,1,1,2
166,It is the case both that Indium has the symbol As and that Hafnium has the symbol Hf.,Indium / As,Hafnium / Hf,0,1,0,2
167,It is the case both that Silicon has the symbol Si and that Ruthenium has the symbol Ru.,Silicon / Si,Ruthenium / Ru,1,1,1,2
168,It is the case both that Iron has the symbol Fe and that Germanium has the symbol Ge.,Iron / Fe,Germanium / Ge,1,1,1,2
169,It is the case both that Lanthanum has the symbol Po and that Uranium has the symbol Re.,Lanthanum / Po,Uranium / Re,0,0,0,2
170,It is the case both that Osmium has the symbol Os and that Fluorine has the symbol F.,Osmium / Os,Fluorine / F,1,1,1,2
171,It is the case both that Krypton has the symbol Kr and that Chlorine has the symbol Cl.,Krypton / Kr,Chlorine / Cl,1,1,1,2
172,It is the case both that Technetium has the symbol Ag and that Lithium has the symbol Li.,Technetium / Ag,Lithium / Li,0,1,0,2
173,It is the case both that Iridium has the symbol Fe and that Tellurium has the symbol Te.,Iridium / Fe,Tellurium / Te,0,1,0,2
174,It is the case both that Palladium has the symbol Nd and that Rhodium has the symbol Rh.,Palladium / Nd,Rhodium / Rh,0,1,0,2
175,It is the case both that Nitrogen has the symbol N and that Dysprosium has the symbol Dy.,Nitrogen / N,Dysprosium / Dy,1,1,1,2
176,It is the case both that Lanthanum has the symbol Po and that Lithium has the symbol Li.,Lanthanum / Po,Lithium / Li,0,1,0,2
177,It is the case both that Yttrium has the symbol Y and that Cesium has the symbol Cs.,Yttrium / Y,Cesium / Cs,1,1,1,2
178,It is the case both that Hydrogen has the symbol H and that Lead has the symbol Na.,Hydrogen / H,Lead / Na,1,0,0,2
179,It is the case both that Terbium has the symbol Tb and that Zirconium has the symbol Zr.,Terbium / Tb,Zirconium / Zr,1,1,1,2
180,It is the case both that Gold has the symbol Au and that Nickel has the symbol Rb.,Gold / Au,Nickel / Rb,1,0,0,2
181,It is the case both that Magnesium has the symbol Mg and that Scandium has the symbol Sc.,Magnesium / Mg,Scandium / Sc,1,1,1,2
182,It is the case both that Potassium has the symbol K and that Technetium has the symbol Ag.,Potassium / K,Technetium / Ag,1,0,0,2
183,It is the case both that Fluorine has the symbol F and that Platinum has the symbol Pt.,Fluorine / F,Platinum / Pt,1,1,1,2
184,It is the case both that Ytterbium has the symbol Yb and that Actinium has the symbol Ac.,Ytterbium / Yb,Actinium / Ac,1,1,1,2
185,It is the case both that Yttrium has the symbol U and that Ytterbium has the symbol Mo.,Yttrium / U,Ytterbium / Mo,0,0,0,2
186,It is the case both that Thallium has the symbol Sr and that Cesium has the symbol Cs.,Thallium / Sr,Cesium / Cs,0,1,0,2
187,It is the case both that Mercury has the symbol Cl and that Iridium has the symbol Ir.,Mercury / Cl,Iridium / Ir,0,1,0,2
188,It is the case both that Samarium has the symbol Pr and that Zirconium has the symbol Eu.,Samarium / Pr,Zirconium / Eu,0,0,0,2
189,It is the case both that Rhodium has the symbol Rh and that Hafnium has the symbol Hf.,Rhodium / Rh,Hafnium / Hf,1,1,1,2
190,It is the case both that Vanadium has the symbol V and that Praseodymium has the symbol Sc.,Vanadium / V,Praseodymium / Sc,1,0,0,2
191,It is the case both that Oxygen has the symbol Ne and that Cadmium has the symbol Cd.,Oxygen / Ne,Cadmium / Cd,0,1,0,2
192,It is the case both that Holmium has the symbol Tb and that Polonium has the symbol Po.,Holmium / Tb,Polonium / Po,0,1,0,2
193,It is the case both that Lutetium has the symbol Be and that Potassium has the symbol Al.,Lutetium / Be,Potassium / Al,0,0,0,2
194,It is the case both that Silver has the symbol Ag and that Xenon has the symbol F.,Silver / Ag,Xenon / F,1,0,0,2
195,It is the case both that Palladium has the symbol Pd and that Cesium has the symbol Cs.,Palladium / Pd,Cesium / Cs,1,1,1,2
196,It is the case both that Lanthanum has the symbol La and that Lanthanum has the symbol La.,Lanthanum / La,Lanthanum / La,1,1,1,2
197,It is the case both that Chromium has the symbol Cr and that Ruthenium has the symbol Au.,Chromium / Cr,Ruthenium / Au,1,0,0,2
198,It is the case both that Barium has the symbol Ba and that Helium has the symbol He.,Barium / Ba,Helium / He,1,1,1,2
199,It is the case both that Calcium has the symbol Ca and that Zinc has the symbol Zn.,Calcium / Ca,Zinc / Zn,1,1,1,2
200,It is the case both that Silver has the symbol Ag and that Polonium has the symbol Tb.,Silver / Ag,Polonium / Tb,1,0,0,2
201,It is the case both that Gallium has the symbol Ga and that Palladium has the symbol Pd.,Gallium / Ga,Palladium / Pd,1,1,1,2
202,It is the case both that Arsenic has the symbol As and that Nickel has the symbol Ni.,Arsenic / As,Nickel / Ni,1,1,1,2
203,It is the case both that Iridium has the symbol Ir and that Uranium has the symbol U.,Iridium / Ir,Uranium / U,1,1,1,2
204,It is the case both that Hafnium has the symbol Hf and that Tantalum has the symbol Ta.,Hafnium / Hf,Tantalum / Ta,1,1,1,2
205,It is the case both that Manganese has the symbol Gd and that Neon has the symbol Ne.,Manganese / Gd,Neon / Ne,0,1,0,2
206,It is the case both that Radium has the symbol Ra and that Niobium has the symbol Rh.,Radium / Ra,Niobium / Rh,1,0,0,2
207,It is the case both that Sulfur has the symbol Cs and that Osmium has the symbol Rn.,Sulfur / Cs,Osmium / Rn,0,0,0,2
208,It is the case both that Zirconium has the symbol Eu and that Ytterbium has the symbol Yb.,Zirconium / Eu,Ytterbium / Yb,0,1,0,2
209,It is the case both that Boron has the symbol B and that Selenium has the symbol Na.,Boron / B,Selenium / Na,1,0,0,2
210,It is the case both that Rubidium has the symbol Kr and that Lead has the symbol Na.,Rubidium / Kr,Lead / Na,0,0,0,2
211,It is the case both that Mercury has the symbol Hg and that Aluminum has the symbol Al.,Mercury / Hg,Aluminum / Al,1,1,1,2
212,It is the case both that Cesium has the symbol Cs and that Cadmium has the symbol Cd.,Cesium / Cs,Cadmium / Cd,1,1,1,2
213,It is the case both that Krypton has the symbol Kr and that Silicon has the symbol Rn.,Krypton / Kr,Silicon / Rn,1,0,0,2
214,It is the case both that Chromium has the symbol Cr and that Osmium has the symbol Os.,Chromium / Cr,Osmium / Os,1,1,1,2
215,It is the case both that Molybdenum has the symbol Mo and that Radium has the symbol Ra.,Molybdenum / Mo,Radium / Ra,1,1,1,2
216,It is the case both that Cerium has the symbol Ce and that Cerium has the symbol Ne.,Cerium / Ce,Cerium / Ne,1,0,0,2
217,It is the case both that Erbium has the symbol Pr and that Germanium has the symbol Ge.,Erbium / Pr,Germanium / Ge,0,1,0,2
218,It is the case both that Niobium has the symbol Nb and that Selenium has the symbol Se.,Niobium / Nb,Selenium / Se,1,1,1,2
219,It is the case both that Promethium has the symbol Pm and that Samarium has the symbol Sm.,Promethium / Pm,Samarium / Sm,1,1,1,2
220,It is the case both that Zinc has the symbol Zn and that Sodium has the symbol Lu.,Zinc / Zn,Sodium / Lu,1,0,0,2
221,It is the case both that Rhenium has the symbol Re and that Iron has the symbol Fe.,Rhenium / Re,Iron / Fe,1,1,1,2
222,It is the case both that Sulfur has the symbol Cs and that Manganese has the symbol Gd.,Sulfur / Cs,Manganese / Gd,0,0,0,2
223,It is the case both that Platinum has the symbol Pt and that Tungsten has the symbol W.,Platinum / Pt,Tungsten / W,1,1,1,2
224,It is the case both that Protactinium has the symbol Ir and that Tungsten has the symbol W.,Protactinium / Ir,Tungsten / W,0,1,0,2
225,It is the case both that Dysprosium has the symbol Dy and that Germanium has the symbol Ge.,Dysprosium / Dy,Germanium / Ge,1,1,1,2
226,It is the case both that Rhenium has the symbol Tm and that Chlorine has the symbol Cl.,Rhenium / Tm,Chlorine / Cl,0,1,0,2
