idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
30,It is the case both that the city of Meerut is in India and that the city of Varanasi is in India.,Meerut / India,Varanasi / India,1,1,1,2
31,It is the case both that the city of Kumasi is in Ghana and that the city of Qinhuangdao is in China.,Kumasi / Ghana,Qinhuangdao / China,1,1,1,2
32,It is the case both that the city of Campos dos Goytacazes is in Brazil and that the city of Dushanbe is in Tajikistan.,Campos dos Goytacazes / Brazil,Dushanbe / Tajikistan,1,1,1,2
33,It is the case both that the city of Kota Bharu is in Malaysia and that the city of Minsk is in Belarus.,Kota Bharu / Malaysia,Minsk / Belarus,1,1,1,2
34,It is the case both that the city of Bouake is in Côte d'Ivoire and that the city of Tolyatti is in Russia.,Bouake / Côte d'Ivoire,Tolyatti / Russia,1,1,1,2
35,It is the case both that the city of Istanbul is in Turkey and that the city of Theni is in India.,Istanbul / Turkey,Theni / India,1,1,1,2
36,It is the case both that the city of Irbid is in Jordan and that the city of Nagoya is in Japan.,Irbid / Jordan,Nagoya / Japan,1,1,1,2
37,It is the case both that the city of Kigali is in Rwanda and that the city of Bandar Lampung is in Indonesia.,Kigali / Rwanda,Bandar Lampung / Indonesia,1,1,1,2
38,It is the case both that the city of Rajkot is in India and that the city of Sendai is in Japan.,Rajkot / India,Sendai / Japan,1,1,1,2
39,It is the case both that the city of Hannover is in Germany and that the city of Basrah is in Iraq.,Hannover / Germany,Basrah / Iraq,1,1,1,2
40,It is the case both that the city of Kyiv is in Ukraine and that the city of Rio de Janeiro is in Brazil.,Kyiv / Ukraine,Rio de Janeiro / Brazil,1,1,1,2
41,It is the case both that the city of Xiamen is in China and that the city of Wanzhou is in China.,Xiamen / China,Wanzhou / China,1,1,1,2
42,It is the case both that the city of Bucheon-si is in South Korea and that the city of Homs is in Syria.,Bucheon-si / South Korea,Homs / Syria,1,1,1,2
43,It is the case both that the city of Ribeirao Preto is in Brazil and that the city of Tashkent is in Uzbekistan.,Ribeirao Preto / Brazil,Tashkent / Uzbekistan,1,1,1,2
44,It is the case both that the city of Port-au-Prince is in Haiti and that the city of Pasig City is in the Philippines.,Port-au-Prince / Haiti,Pasig City / the Philippines,1,1,1,2
45,It is the case both that the city of Tokyo is in Japan and that the city of Dushanbe is in Tajikistan.,Tokyo / Japan,Dushanbe / Tajikistan,1,1,1,2
46,It is the case both that the city of Pikine is in Senegal and that the city of Chenzhou is in China.,Pikine / Senegal,Chenzhou / China,1,1,1,2
47,It is the case both that the city of Sorocaba is in Brazil and that the city of Da Nang is in Vietnam.,Sorocaba / Brazil,Da Nang / Vietnam,1,1,1,2
48,It is the case both that the city of San Pedro Sula is in Honduras and that the city of Bhiwandi is in India.,San Pedro Sula / Honduras,Bhiwandi / India,1,1,1,2
49,It is the case both that the city of Chongqing is in China and that the city of Mysore is in India.,Chongqing / China,Mysore / India,1,1,1,2
50,It is the case both that the city of Weifang is in China and that the city of Durban is in South Africa.,Weifang / China,Durban / South Africa,1,1,1,2
51,It is the case both that the city of Vladivostok is in Russia and that the city of Calgary is in Canada.,Vladivostok / Russia,Calgary / Canada,1,1,1,2
52,It is the case both that the city of Mosul is in Iraq and that the city of Luohe is in China.,Mosul / Iraq,Luohe / China,1,1,1,2
53,It is the case both that the city of Batam is in Indonesia and that the city of Basrah is in Iraq.,Batam / Indonesia,Basrah / Iraq,1,1,1,2
54,It is the case both that the city of Ordos is in China and that the city of Wanning is in China.,Ordos / China,Wanning / China,1,1,1,2
55,It is the case both that the city of Al Fayyum is in Egypt and that the city of Abu Dhabi is in the United Arab Emirates.,Al Fayyum / Egypt,Abu Dhabi / the United Arab Emirates,1,1,1,2
56,It is the case both that the city of Makassar is in Indonesia and that the city of Ludhiana is in India.,Makassar / Indonesia,Ludhiana / India,1,1,1,2
57,It is the case both that the city of Chelyabinsk is in Russia and that the city of Jabalpur is in India.,Chelyabinsk / Russia,Jabalpur / India,1,1,1,2
58,It is the case both that the city of Mersin is in Turkey and that the city of Budapest is in Hungary.,Mersin / Turkey,Budapest / Hungary,1,1,1,2
59,It is the case both that the city of Goeteborg is in Sweden and that the city of Daqing is in China.,Goeteborg / Sweden,Daqing / China,1,1,1,2
60,It is the case both that the city of Ahvaz is in Iran and that the city of Ouagadougou is in Burkina Faso.,Ahvaz / Iran,Ouagadougou / Burkina Faso,1,1,1,2
61,It is the case both that the city of Batam is in Indonesia and that the city of Subang Jaya is in Malaysia.,Batam / Indonesia,Subang Jaya / Malaysia,1,1,1,2
62,It is the case both that the city of Zhuzhou is in China and that the city of Sendai is in Japan.,Zhuzhou / China,Sendai / Japan,1,1,1,2
63,It is the case both that the city of Lodz is in Poland and that the city of Kahriz is in Iran.,Lodz / Poland,Kahriz / Iran,1,1,1,2
64,It is the case both that the city of Huainan is in China and that the city of Maiduguri is in Nigeria.,Huainan / China,Maiduguri / Nigeria,1,1,1,2
65,It is the case both that the city of Shaoxing is in China and that the city of Tirunelveli is in India.,Shaoxing / China,Tirunelveli / India,1,1,1,2
66,It is the case both that the city of Chongqing is in China and that the city of Cotonou is in Benin.,Chongqing / China,Cotonou / Benin,1,1,1,2
67,It is the case both that the city of Ibague is in Colombia and that the city of Kakamega is in Kenya.,Ibague / Colombia,Kakamega / Kenya,1,1,1,2
68,It is the case both that the city of Bien Hoa is in Vietnam and that the city of Zhabei is in China.,Bien Hoa / Vietnam,Zhabei / China,1,1,1,2
69,It is the case both that the city of Seongnam-si is in South Korea and that the city of Ulsan is in South Korea.,Seongnam-si / South Korea,Ulsan / South Korea,1,1,1,2
70,It is the case both that the city of Hebi is in China and that the city of Cheongju-si is in South Korea.,Hebi / China,Cheongju-si / South Korea,1,1,1,2
71,It is the case both that the city of Erode is in India and that the city of Herat is in Afghanistan.,Erode / India,Herat / Afghanistan,1,1,1,2
72,It is the case both that the city of Koeln is in Germany and that the city of Dammam is in Saudi Arabia.,Koeln / Germany,Dammam / Saudi Arabia,1,1,1,2
73,It is the case both that the city of Fushun is in China and that the city of Comilla is in Bangladesh.,Fushun / China,Comilla / Bangladesh,1,1,1,2
74,It is the case both that the city of Mersin is in Turkey and that the city of Luzhou is in China.,Mersin / Turkey,Luzhou / China,1,1,1,2
75,It is the case both that the city of Guankou is in China and that the city of Xiangtan is in China.,Guankou / China,Xiangtan / China,1,1,1,2
76,It is the case both that the city of Pune is in India and that the city of Sarajevo is in Bosnia and Herzegovina.,Pune / India,Sarajevo / Bosnia and Herzegovina,1,1,1,2
77,It is the case both that the city of Ouagadougou is in Burkina Faso and that the city of Santiago de los Caballeros is in the Dominican Republic.,Ouagadougou / Burkina Faso,Santiago de los Caballeros / the Dominican Republic,1,1,1,2
78,It is the case both that the city of Tyumen is in Russia and that the city of Quebec is in Canada.,Tyumen / Russia,Quebec / Canada,1,1,1,2
79,It is the case both that the city of Novokuznetsk is in Russia and that the city of Weinan is in China.,Novokuznetsk / Russia,Weinan / China,1,1,1,2
80,It is the case both that the city of Hegang is in China and that the city of Ahvaz is in Iran.,Hegang / China,Ahvaz / Iran,1,1,1,2
81,It is the case both that the city of Winnipeg is in Canada and that the city of Stockholm is in Sweden.,Winnipeg / Canada,Stockholm / Sweden,1,1,1,2
82,It is the case both that the city of Cotonou is in Benin and that the city of Jiujiang is in China.,Cotonou / Benin,Jiujiang / China,1,1,1,2
83,It is the case both that the city of Warri is in Nigeria and that the city of Mandalay is in Myanmar.,Warri / Nigeria,Mandalay / Myanmar,1,1,1,2
84,It is the case both that the city of Marseille is in France and that the city of E'zhou is in China.,Marseille / France,E'zhou / China,1,1,1,2
85,It is the case both that the city of Kalininskiy is in Russia and that the city of Curitiba is in Brazil.,Kalininskiy / Russia,Curitiba / Brazil,1,1,1,2
86,It is the case both that the city of Nay Pyi Taw is in Myanmar and that the city of Hezhou is in China.,Nay Pyi Taw / Myanmar,Hezhou / China,1,1,1,2
87,It is the case both that the city of Bhiwandi is in India and that the city of Kano is in Nigeria.,Bhiwandi / India,Kano / Nigeria,1,1,1,2
88,It is the case both that the city of Amritsar is in India and that the city of Neijiang is in China.,Amritsar / India,Neijiang / China,1,1,1,2
89,It is the case both that the city of Sangli is in India and that the city of Kigali is in Rwanda.,Sangli / India,Kigali / Rwanda,1,1,1,2
90,It is the case both that the city of Tianshui is in China and that the city of Port-au-Prince is in Haiti.,Tianshui / China,Port-au-Prince / Haiti,1,1,1,2
91,It is the case both that the city of Anqing is in China and that the city of Cuttack is in India.,Anqing / China,Cuttack / India,1,1,1,2
92,It is the case both that the city of Fortaleza is in Brazil and that the city of Xingtai is in China.,Fortaleza / Brazil,Xingtai / China,1,1,1,2
93,It is the case both that the city of Abobo is in Côte d'Ivoire and that the city of Kleinzschocher is in Germany.,Abobo / Côte d'Ivoire,Kleinzschocher / Germany,1,1,1,2
94,It is the case both that the city of Chaozhou is in China and that the city of Panzhihua is in China.,Chaozhou / China,Panzhihua / China,1,1,1,2
95,It is the case both that the city of Shah Alam is in Malaysia and that the city of Aleppo is in Syria.,Shah Alam / Malaysia,Aleppo / Syria,1,1,1,2
96,It is the case both that the city of Jabalpur is in India and that the city of Chenzhou is in China.,Jabalpur / India,Chenzhou / China,1,1,1,2
97,It is the case both that the city of Krasnoyarsk is in Russia and that the city of Homyel' is in Belarus.,Krasnoyarsk / Russia,Homyel' / Belarus,1,1,1,2
98,It is the case both that the city of Daqing is in China and that the city of Rio de Janeiro is in Brazil.,Daqing / China,Rio de Janeiro / Brazil,1,1,1,2
99,It is the case both that the city of Jabalpur is in India and that the city of Kermanshah is in Iran.,Jabalpur / India,Kermanshah / Iran,1,1,1,2
100,It is the case both that the city of Antalya is in Turkey and that the city of Recife is in Brazil.,Antalya / Turkey,Recife / Brazil,1,1,1,2
101,It is the case both that the city of Tebessa is in Algeria and that the city of Wanzhou is in China.,Tebessa / Algeria,Wanzhou / China,1,1,1,2
102,It is the case both that the city of Handan is in China and that the city of Al Mahallah al Kubra is in Egypt.,Handan / China,Al Mahallah al Kubra / Egypt,1,1,1,2
103,It is the case both that the city of Konya is in Turkey and that the city of Nanning is in China.,Konya / Turkey,Nanning / China,1,1,1,2
104,It is the case both that the city of Tucson is in the United States and that the city of Sarajevo is in Bosnia and Herzegovina.,Tucson / the United States,Sarajevo / Bosnia and Herzegovina,1,1,1,2
105,It is the case both that the city of Bogor is in Indonesia and that the city of Tashkent is in Uzbekistan.,Bogor / Indonesia,Tashkent / Uzbekistan,1,1,1,2
106,It is the case both that the city of Yerevan is in Armenia and that the city of Pietermaritzburg is in South Africa.,Yerevan / Armenia,Pietermaritzburg / South Africa,1,1,1,2
107,It is the case both that the city of Harbin is in China and that the city of Tegucigalpa is in Honduras.,Harbin / China,Tegucigalpa / Honduras,1,1,1,2
108,It is the case both that the city of Xuchang is in China and that the city of Rizhao is in China.,Xuchang / China,Rizhao / China,1,1,1,2
109,It is the case both that the city of Yibin is in China and that the city of Jos is in Nigeria.,Yibin / China,Jos / Nigeria,1,1,1,2
110,It is the case both that the city of Shantou is in China and that the city of Meizhou is in China.,Shantou / China,Meizhou / China,1,1,1,2
111,It is the case both that the city of Zhangjiakou is in China and that the city of Culiacan is in Mexico.,Zhangjiakou / China,Culiacan / Mexico,1,1,1,2
112,It is the case both that the city of Fuxin is in China and that the city of Sangli is in India.,Fuxin / China,Sangli / India,1,1,1,2
113,It is the case both that the city of Lusaka is in Zambia and that the city of Soweto is in South Africa.,Lusaka / Zambia,Soweto / South Africa,1,1,1,2
114,It is the case both that the city of Osaka is in Japan and that the city of Prayagraj is in India.,Osaka / Japan,Prayagraj / India,1,1,1,2
115,It is the case both that the city of Brasilia is in Brazil and that the city of Winnipeg is in Canada.,Brasilia / Brazil,Winnipeg / Canada,1,1,1,2
116,It is the case both that the city of Nyala is in Sudan and that the city of Khabarovsk is in Russia.,Nyala / Sudan,Khabarovsk / Russia,1,1,1,2
117,It is the case both that the city of Ajmer is in India and that the city of Sharjah is in the United Arab Emirates.,Ajmer / India,Sharjah / the United Arab Emirates,1,1,1,2
118,It is the case both that the city of Rangpur is in Bangladesh and that the city of Ma'anshan is in China.,Rangpur / Bangladesh,Ma'anshan / China,1,1,1,2
119,It is the case both that the city of Izhevsk is in Russia and that the city of Nova Iguacu is in Brazil.,Izhevsk / Russia,Nova Iguacu / Brazil,1,1,1,2
120,It is the case both that the city of Irkutsk is in Russia and that the city of Khulna is in Bangladesh.,Irkutsk / Russia,Khulna / Bangladesh,1,1,1,2
121,It is the case both that the city of Tirunelveli is in India and that the city of Hamhung is in North Korea.,Tirunelveli / India,Hamhung / North Korea,1,1,1,2
122,It is the case both that the city of Bloemfontein is in South Africa and that the city of Sapporo is in Japan.,Bloemfontein / South Africa,Sapporo / Japan,1,1,1,2
123,It is the case both that the city of Makati City is in the Philippines and that the city of Mandalay is in Myanmar.,Makati City / the Philippines,Mandalay / Myanmar,1,1,1,2
124,It is the case both that the city of Frankfurt am Main is in Germany and that the city of Goeteborg is in Sweden.,Frankfurt am Main / Germany,Goeteborg / Sweden,1,1,1,2
125,It is the case both that the city of Rangpur is in Bangladesh and that the city of Ulan Bator is in Mongolia.,Rangpur / Bangladesh,Ulan Bator / Mongolia,1,1,1,2
126,It is the case both that the city of Nanning is in China and that the city of Ha'il is in Saudi Arabia.,Nanning / China,Ha'il / Saudi Arabia,1,1,1,2
127,It is the case both that the city of Xiaogan is in China and that the city of Ziyang is in China.,Xiaogan / China,Ziyang / China,1,1,1,2
128,It is the case both that the city of Matola is in Mozambique and that the city of Zaria is in Nigeria.,Matola / Mozambique,Zaria / Nigeria,1,1,1,2
129,It is the case both that the city of Frankfurt am Main is in Germany and that the city of Panshan is in China.,Frankfurt am Main / Germany,Panshan / China,1,1,1,2
130,It is the case both that the city of Mysore is in India and that the city of Antalya is in Turkey.,Mysore / India,Antalya / Turkey,1,1,1,2
131,It is the case both that the city of Meknes is in Morocco and that the city of Orumiyeh is in Iran.,Meknes / Morocco,Orumiyeh / Iran,1,1,1,2
132,It is the case both that the city of Sangli is in India and that the city of Kandahar is in Afghanistan.,Sangli / India,Kandahar / Afghanistan,1,1,1,2
133,It is the case both that the city of San Pedro Sula is in Honduras and that the city of Bokaro is in India.,San Pedro Sula / Honduras,Bokaro / India,1,1,1,2
134,It is the case both that the city of Chizhou is in China and that the city of Oyo is in Nigeria.,Chizhou / China,Oyo / Nigeria,1,1,1,2
135,It is the case both that the city of New South Memphis is in the United States and that the city of Niamey is in Niger.,New South Memphis / the United States,Niamey / Niger,1,1,1,2
136,It is the case both that the city of Palembang is in Indonesia and that the city of Krakow is in Poland.,Palembang / Indonesia,Krakow / Poland,1,1,1,2
137,It is the case both that the city of Jieyang is in China and that the city of Leon de los Aldama is in Mexico.,Jieyang / China,Leon de los Aldama / Mexico,1,1,1,2
138,It is the case both that the city of Zaporizhzhya is in Ukraine and that the city of Maracay is in Venezuela.,Zaporizhzhya / Ukraine,Maracay / Venezuela,1,1,1,2
139,It is the case both that the city of Aligarh is in India and that the city of Chandigarh is in India.,Aligarh / India,Chandigarh / India,1,1,1,2
140,It is the case both that the city of Fushun is in China and that the city of Bhiwandi is in India.,Fushun / China,Bhiwandi / India,1,1,1,2
141,It is the case both that the city of Al Ahmadi is in Kuwait and that the city of Jos is in Nigeria.,Al Ahmadi / Kuwait,Jos / Nigeria,1,1,1,2
142,It is the case both that the city of Linfen is in China and that the city of Cancun is in Mexico.,Linfen / China,Cancun / Mexico,1,1,1,2
143,It is the case both that the city of Tolyatti is in Russia and that the city of Xingtai is in China.,Tolyatti / Russia,Xingtai / China,1,1,1,2
144,It is the case both that the city of Karol Bagh is in India and that the city of Shuangyashan is in China.,Karol Bagh / India,Shuangyashan / China,1,1,1,2
145,It is the case both that the city of Shizuoka is in Japan and that the city of Qujing is in China.,Shizuoka / Japan,Qujing / China,1,1,1,2
146,It is the case both that the city of Tanggu is in China and that the city of Lodz is in Poland.,Tanggu / China,Lodz / Poland,1,1,1,2
147,It is the case both that the city of Yunfu is in China and that the city of Kolhapur is in India.,Yunfu / China,Kolhapur / India,1,1,1,2
148,It is the case both that the city of Cheonan is in South Korea and that the city of Pietermaritzburg is in South Africa.,Cheonan / South Korea,Pietermaritzburg / South Africa,1,1,1,2
149,It is the case both that the city of Antananarivo is in Madagascar and that the city of Homs is in Syria.,Antananarivo / Madagascar,Homs / Syria,1,1,1,2
150,It is the case both that the city of Goyang-si is in South Korea and that the city of Tiruchirappalli is in India.,Goyang-si / South Korea,Tiruchirappalli / India,1,1,1,2
151,It is the case both that the city of Las Pinas is in the Philippines and that the city of Bucaramanga is in Colombia.,Las Pinas / the Philippines,Bucaramanga / Colombia,1,1,1,2
152,It is the case both that the city of San Luis Potosi is in Mexico and that the city of Guilin is in China.,San Luis Potosi / Mexico,Guilin / China,1,1,1,2
153,It is the case both that the city of Maceio is in Brazil and that the city of Ribeirao Preto is in Brazil.,Maceio / Brazil,Ribeirao Preto / Brazil,1,1,1,2
154,It is the case both that the city of Vijayawada is in India and that the city of Acapulco de Juarez is in Mexico.,Vijayawada / India,Acapulco de Juarez / Mexico,1,1,1,2
155,It is the case both that the city of Astrakhan is in Russia and that the city of Yekaterinburg is in Russia.,Astrakhan / Russia,Yekaterinburg / Russia,1,1,1,2
156,It is the case both that the city of Ordos is in China and that the city of Beijing is in China.,Ordos / China,Beijing / China,1,1,1,2
157,It is the case both that the city of Bokaro is in India and that the city of Xuanzhou is in China.,Bokaro / India,Xuanzhou / China,1,1,1,2
158,It is the case both that the city of Guwahati is in India and that the city of Xuanzhou is in China.,Guwahati / India,Xuanzhou / China,1,1,1,2
159,It is the case both that the city of Zagreb is in Croatia and that the city of Recife is in Brazil.,Zagreb / Croatia,Recife / Brazil,1,1,1,2
160,It is the case both that the city of Tiruchirappalli is in India and that the city of Marrakesh is in Morocco.,Tiruchirappalli / India,Marrakesh / Morocco,1,1,1,2
161,It is the case both that the city of Jiaozuo is in China and that the city of Juiz de Fora is in Brazil.,Jiaozuo / China,Juiz de Fora / Brazil,1,1,1,2
162,It is the case both that the city of Arequipa is in Peru and that the city of Belo Horizonte is in Brazil.,Arequipa / Peru,Belo Horizonte / Brazil,1,1,1,2
163,It is the case both that the city of Marrakesh is in Morocco and that the city of Leon de los Aldama is in Mexico.,Marrakesh / Morocco,Leon de los Aldama / Mexico,1,1,1,2
164,It is the case both that the city of Port-au-Prince is in Haiti and that the city of Porto Alegre is in Brazil.,Port-au-Prince / Haiti,Porto Alegre / Brazil,1,1,1,2
165,It is the case both that the city of Laibin is in China and that the city of Dehra Dun is in India.,Laibin / China,Dehra Dun / India,1,1,1,2
166,It is the case both that the city of Guigang is in China and that the city of Ya'an is in China.,Guigang / China,Ya'an / China,1,1,1,2
167,It is the case both that the city of Siliguri is in India and that the city of Makhachkala is in Russia.,Siliguri / India,Makhachkala / Russia,1,1,1,2
168,It is the case both that the city of Qom is in Iran and that the city of Nova Iguacu is in Brazil.,Qom / Iran,Nova Iguacu / Brazil,1,1,1,2
169,It is the case both that the city of Xiaogan is in China and that the city of Niigata is in Japan.,Xiaogan / China,Niigata / Japan,1,1,1,2
170,It is the case both that the city of Maoming is in China and that the city of Guang'an is in China.,Maoming / China,Guang'an / China,1,1,1,2
171,It is the case both that the city of Chizhou is in China and that the city of Douala is in Cameroon.,Chizhou / China,Douala / Cameroon,1,1,1,2
172,It is the case both that the city of Longyan is in China and that the city of Guntur is in India.,Longyan / China,Guntur / India,1,1,1,2
173,It is the case both that the city of Jilin is in China and that the city of Sharjah is in the United Arab Emirates.,Jilin / China,Sharjah / the United Arab Emirates,1,1,1,2
174,It is the case both that the city of Shijiazhuang is in China and that the city of Bhiwandi is in India.,Shijiazhuang / China,Bhiwandi / India,1,1,1,2
175,It is the case both that the city of Rangpur is in Bangladesh and that the city of Chongqing is in China.,Rangpur / Bangladesh,Chongqing / China,1,1,1,2
176,It is the case both that the city of Chelyabinsk is in Russia and that the city of Hezhou is in China.,Chelyabinsk / Russia,Hezhou / China,1,1,1,2
177,It is the case both that the city of Dhanbad is in India and that the city of Jiangyin is in China.,Dhanbad / India,Jiangyin / China,1,1,1,2
178,It is the case both that the city of Maceio is in Brazil and that the city of Baise is in China.,Maceio / Brazil,Baise / China,1,1,1,2
179,It is the case both that the city of Laiwu is in China and that the city of Odesa is in Ukraine.,Laiwu / China,Odesa / Ukraine,1,1,1,2
180,It is the case both that the city of Xinyang is in China and that the city of Basrah is in Iraq.,Xinyang / China,Basrah / Iraq,1,1,1,2
181,It is the case both that the city of Himeji is in Japan and that the city of Huzhou is in China.,Himeji / Japan,Huzhou / China,1,1,1,2
182,It is the case both that the city of Ya'an is in China and that the city of Kitakyushu is in Japan.,Ya'an / China,Kitakyushu / Japan,1,1,1,2
183,It is the case both that the city of Nampula is in Mozambique and that the city of Kuantan is in Malaysia.,Nampula / Mozambique,Kuantan / Malaysia,1,1,1,2
184,It is the case both that the city of Jeddah is in Saudi Arabia and that the city of Sangli is in India.,Jeddah / Saudi Arabia,Sangli / India,1,1,1,2
185,It is the case both that the city of Gold Coast is in Australia and that the city of Xiaogan is in China.,Gold Coast / Australia,Xiaogan / China,1,1,1,2
186,It is the case both that the city of Malang is in Indonesia and that the city of Sharjah is in the United Arab Emirates.,Malang / Indonesia,Sharjah / the United Arab Emirates,1,1,1,2
187,It is the case both that the city of Albuquerque is in the United States and that the city of Kermanshah is in Iran.,Albuquerque / the United States,Kermanshah / Iran,1,1,1,2
188,It is the case both that the city of Recife is in Brazil and that the city of Guiyang is in China.,Recife / Brazil,Guiyang / China,1,1,1,2
189,It is the case both that the city of Pretoria is in South Africa and that the city of Qom is in Iran.,Pretoria / South Africa,Qom / Iran,1,1,1,2
190,It is the case both that the city of Tegucigalpa is in Honduras and that the city of Ipoh is in Malaysia.,Tegucigalpa / Honduras,Ipoh / Malaysia,1,1,1,2
191,It is the case both that the city of Lyon is in France and that the city of Zhaotong is in China.,Lyon / France,Zhaotong / China,1,1,1,2
192,It is the case both that the city of Najran is in Saudi Arabia and that the city of Lilongwe is in Malawi.,Najran / Saudi Arabia,Lilongwe / Malawi,1,1,1,2
193,It is the case both that the city of Barranquilla is in Colombia and that the city of Indore is in India.,Barranquilla / Colombia,Indore / India,1,1,1,2
194,It is the case both that the city of Porto Alegre is in Brazil and that the city of Port Said is in Egypt.,Porto Alegre / Brazil,Port Said / Egypt,1,1,1,2
195,It is the case both that the city of Lubumbashi is in the Democratic Republic of the Congo and that the city of Nanchong is in China.,Lubumbashi / the Democratic Republic of the Congo,Nanchong / China,1,1,1,2
196,It is the case both that the city of Krasnoyarsk is in Russia and that the city of Mogadishu is in Somalia.,Krasnoyarsk / Russia,Mogadishu / Somalia,1,1,1,2
197,It is the case both that the city of Chiclayo is in Peru and that the city of Cancun is in Mexico.,Chiclayo / Peru,Cancun / Mexico,1,1,1,2
198,It is the case both that the city of Krakow is in Poland and that the city of Hubli is in India.,Krakow / Poland,Hubli / India,1,1,1,2
199,It is the case both that the city of Santo Domingo Oeste is in the Dominican Republic and that the city of Kayseri is in Turkey.,Santo Domingo Oeste / the Dominican Republic,Kayseri / Turkey,1,1,1,2
200,It is the case both that the city of Dushanbe is in Tajikistan and that the city of Ipoh is in Malaysia.,Dushanbe / Tajikistan,Ipoh / Malaysia,1,1,1,2
201,It is the case both that the city of Porto Alegre is in Brazil and that the city of Kunshan is in China.,Porto Alegre / Brazil,Kunshan / China,1,1,1,2
202,It is the case both that the city of Queens is in the United States and that the city of Asansol is in India.,Queens / the United States,Asansol / India,1,1,1,2
203,It is the case both that the city of Luzhou is in China and that the city of Orumiyeh is in Iran.,Luzhou / China,Orumiyeh / Iran,1,1,1,2
204,It is the case both that the city of Bhilai is in India and that the city of Peshawar is in Pakistan.,Bhilai / India,Peshawar / Pakistan,1,1,1,2
